protein_id	WT_t1	WT_t2	WT_t3	WT_t4	HetEd_t1	HetEd_t2	HetEd_t3	HetEd_t4	HomEd_t1	HomEd_t2	HomEd_t3	HomEd_t4	HetRev_t1	HetRev_t2	HetRev_t3	HetRev_t4	HomRev_t1	HomRev_t2	HomRev_t3	HomRev_t4
PROT_0572	24.0877	24.005	23.7574	24.2051	24.0726	23.8486	23.8263	23.6915	23.7057	24.1732	23.6887	23.7308	22.5127	23.2093	22.8652	22.9078	22.9675	23.0406	23.3393	22.865
PROT_0573	21.242	20.8619	21.0197	21.1693	21.477	21.2438	21.0813	21.2437	20.8057	20.9305	21.1241	21.3246	20.3756	20.6903	20.3986		20.3214	20.5506	20.7451	20.7624
PROT_0574		23.2124	23.1997	23.3641	23.1346	23.025	23.393	23.6409	22.5488	23.4304	22.6478	23.4003	23.2661	23.1766	23.3401	23.1829	23.2259	23.414	23.1535	23.3198
PROT_0575	25.4818	25.0546	25.076	25.3381	25.6941	25.4716	25.5316	25.6026	25.5229	25.8299	25.5425	25.5318	25.1657	25.4254	25.4078	25.4314	25.2452	25.5191	25.2367	25.3431
PROT_0576	27.2467	27.5085	27.603	27.6516	27.6517	27.8122	27.736	27.4087	27.4268	27.9296	27.498	27.6882	27.2311	27.725	27.1938	27.6584	27.5846	27.727	27.683	27.7372
PROT_0577	22.0538	21.9076	22.0906	21.938	21.7216	21.7199	21.9467	22.1359	22.2303	21.6098	21.5725	21.6567	21.4644	22.0509	22.1911	22.1974	21.68	22.2675	22.1373	21.8232
PROT_0578	22.1415	22.0963	22.2894	22.1545	22.206	22.0926	22.1551	22.1572	21.6626	21.587	21.2765	21.7724	21.8669	21.9005	21.2527	21.682	21.9784	21.9246	21.7534	22.2097
PROT_0579	23.6725	23.8928	23.7023	23.9341	23.911	23.8445	23.6936	23.9379	23.5424	23.5337	23.6541	23.6274	23.625	23.8612	23.7574	23.4888	23.6083	23.4594	23.6637	23.5539
PROT_0580			18.6374	18.5691	19.2375	18.8182					19.6042	18.8086	19.7343	19.3784	19.8831		18.9078	19.5832	19.4088	19.5308
PROT_0581	23.3069	22.4512	22.8741	22.9807	23.4082	23.0833	23.4395	23.5183	23.0124	22.6923	22.6958	22.9289	24.4173	24.0627	24.1379	24.2043	24.5832	24.5091	24.1291	24.1289
PROT_0582		19.1563		19.2244	18.7088		19.5244	18.8563			18.4484	18.579						19.0682		18.2899
PROT_0583	24.6319	24.5978	24.6155	24.6587	24.427	24.8641	24.8267		24.3597	24.3523	24.2063	24.4499	24.9455	24.8608	24.6449	24.8236	24.3169	24.6574	24.6888	24.4183
PROT_0584	22.0952	22.1461	22.0291	22.0676	22.3189	22.4609	22.1959	22.0426		22.0193	21.9903	22.1937	22.2679	22.1324	22.0395	22.4678	22.1031	22.1433	22.1003	22.1392
PROT_0585	25.8288	25.9436	25.7348	25.7127	25.9398	25.8138	25.831	25.7069	26.1261	25.6901	25.7742	25.8592	25.8415	25.8949	25.8959	25.548	26.2162	25.9742	26.0652	26.0172
PROT_0586	20.5686	20.6174	20.7331	20.8405	20.4131		20.7365	20.5599	20.9859	20.577	20.6312	21.0598	20.8104	20.3744		21.0991	20.2657	19.7525	20.7686	20.9551
PROT_0587	23.0179	23.1681	23.4755	23.0732	23.3486	23.2273	23.195	23.2497	23.3047	23.0145	22.8386	23.0062	23.3126	23.4726	23.2432	23.1763	22.9161	23.0022	23.1533	22.7523
PROT_0588	23.2505	22.8927	23.3948	22.9663	22.9729	23.5806	22.9155	23.3349	23.1642	23.1495	22.9126	23.4309	23.2761	23.1573	22.7408	23.0833	23.4529	23.275	23.1086	23.472
PROT_0589	21.9283	22.0754	22.0545	22.3233	22.5859	22.2806	22.707	22.7109	22.2448	22.3286	22.5902	22.3761	22.491		22.0624	22.4862	22.4706	22.3594	22.332	22.1663
PROT_0590	24.9053	25.1096	25.3381	24.9457	25.0822	25.3263	25.0642	25.4096	25.0934	25.1849	25.3379	25.1948	24.9718	25.1259	25.1213	24.9889	25.214	25.044	25.1538	25.0417
PROT_0591	20.3193	20.6514	20.6495	20.8989	21.3183	20.9591		20.2926	20.4273	20.6133	20.3243	21.2893	20.5898	20.5824		21.0675	21.2751	20.1675	20.7098	20.6609
PROT_0592	23.2284	23.4882	23.5212	23.5091	23.1221	23.596	23.2043	23.2249	23.1731	22.9648	23.2577	23.482	23.2197	23.2014	23.2249	23.3343	23.0844	23.4983	23.17	23.3326
PROT_0593	22.3555	22.3712	22.4244	22.0814	22.4114		22.7411	22.5949	22.2641	22.0993	22.2909	22.4252	22.4352	22.1231	22.4502	22.6122	22.7452	22.4792	22.3553	22.481
PROT_0594	20.9899	21.3998	20.9838	21.3175	21.2223	21.7701	21.3415	21.2861	21.0711	21.1847	21.2021	21.0843	21.4889	21.2729	21.0925	21.7429	21.7234	21.3233	21.3161	21.4077
PROT_0595	26.2444	26.1486	26.3244	26.5026	26.4632	26.3646	26.7812	26.3935	26.3038	26.3853	26.4877	26.5673	26.5311	26.4973	26.2346	26.6745	26.2859	26.1926	26.3419	26.2415
PROT_0596	22.7355	22.1826	22.5	22.4529	23.1756	22.3143	22.7594	22.4275	21.9722	21.7835	22.0528	21.9445	22.7671	22.0691	22.8499	22.0451	22.5572	22.584	22.5692	22.1242
PROT_0597	21.2234		21.7356	21.3447	21.7844	21.3368	21.7104	21.5679	21.3522	21.1174	21.3237	21.7113	21.5643		21.2107	21.2569	21.2601	21.6617	21.443	21.6186
PROT_0598	25.3475	24.9182	25.2187	25.0076	25.2632	25.2589	25.397	25.2184	25.2656	25.3617	25.3936	25.3348	25.326	25.4166	25.42	25.5346	25.4714	25.1793	25.6233	25.1395
PROT_0599	22.038	22.161		21.8542	22.2821	21.7259	22.1569	21.752	22.6035	22.1269	21.7094		22.1189	21.9683	22.0707	22.3143	21.9932	22.4504	22.223	21.7878
PROT_0600	22.4727	22.3744	22.5814	22.4106	22.6357	21.8751	22.6097	22.6631	22.6946	22.6499	22.9329	22.8478	22.7	22.5502	22.2698	22.583	22.6751	22.4624	22.7656	22.5938
PROT_0601	20.555	20.7442	20.254	20.4835	21.0434	20.5863	20.0827	20.4095	21.2808	20.8237	20.8551	21.056	20.9645	20.9007	21.219	21.2621	20.5216			20.6468
PROT_0602	24.4204	24.6068	24.7575	24.5777	24.4111	24.6948	24.7592	24.6583	25.0981	24.9505	24.9956	24.8836	24.9689	24.5893	24.7652	24.8499	24.8188	24.7114	24.5176	24.5967
PROT_0603	24.5862	24.2574	24.3661	24.346	24.3178	24.2914	24.6366	24.5406	24.7663	24.723	24.7651	24.8701	24.3162	24.2935	24.3217	24.266	24.5161	24.6224	24.6294	24.128
PROT_0604	20.6205	21.045	20.3188	20.014				20.7028	20.8425	20.509	21.1496	20.1898	20.653		20.4666	20.5052	20.9873	20.3876	20.6834	20.0825
PROT_0605	20.0714		19.6055	19.9059	20.0126		20.4621	20.0099	20.3106	20.9223	20.0622	20.2811	20.1795	20.3076	19.9448	19.9148	20.5725	19.3736		19.7295
PROT_0606	24.0284	23.7002	23.8968	24.144	23.8994	23.8874	23.7779	24.2742	24.0985	24.3713	24.2232	24.5452	23.5752	23.7282	23.6088	24.0613	23.9395	23.9204	23.821	24.0982
PROT_0607	24.4229	24.5405	24.4041	24.3438	24.441	24.2479	24.6032	24.6911	25.0752	25.1232	24.9535	24.5747	24.833	24.6336	24.8282	24.6741	24.7912	24.4757	24.8646	24.3176
PROT_0608	21.5422	21.5533	21.5531	21.5887	21.4032	21.4272	21.4938	21.7965	22.0914	21.7647	22.012	21.938	21.4587	21.8081	21.9538	21.456	21.8836	21.6417	21.1619	22.1085
PROT_0609	24.2058	24.0072	23.7489	23.897	23.9587	23.9854	24.2676	23.6682	24.3496	24.5163	24.2338	24.1961	23.2469	23.5684	23.1517	23.1179	24.106	24.3125	24.272	24.2417
PROT_0610	25.8588	25.9404	25.7421	25.5608	26.2562	25.7664	26.0855	25.8676	26.2938	26.287	26.3152	26.4076	25.9203	26.1803	26.1966	26.1974	26.0556	26.1163	25.8636	25.6069
PROT_0611	20.9466	21.0214	20.9867	21.5688	21.3395	20.6616	20.9626		21.3807	21.4851	20.9243	21.2213	21.4751	21.8546		20.8718	21.4528	21.4019	21.1843	20.9204
PROT_0612	24.5314	24.532	24.5006	24.6619	24.6569	25.0259	24.3968	25.0456	25.1482	25.3915	25.0831	25.6764	24.6509	24.8011	24.76	25.0464	24.9593	24.6419	24.8633	25.227
PROT_0613	20.648	21.13	20.6927	20.6998	21.0318	20.2009	20.9225	20.8993	21.2115	21.069		21.023		20.737	20.6481	20.8461	20.4263	19.9054		20.4698
PROT_0614	23.6699	23.81	23.7584	23.8906	23.5942	23.8975	24.0563	23.6663	24.2519	24.6576	23.742	24.3084	23.7913	23.7997	23.9669	23.7575	24.0232	24.1176	23.9692	23.9832
PROT_0615	22.347	22.1183	22.6214	22.6745	22.7174	22.791	22.4307	22.8477	23.1074	23.0109	23.017	23.0622	22.6092	22.9162	22.7887	22.4342	22.4319	22.5878	22.2109	22.5551
PROT_0616	23.9693	23.8166	23.8936	24.1914	24.1776	23.7652	24.1786	24.0642	24.6469	24.0744	24.1076	24.5318	23.6969	23.6522	24.1262	23.655	23.5979	23.4735	23.6033	23.4608
PROT_0617	26.6153	26.5148	26.6657	26.8151	27.0076	26.4941	26.8294	26.8858	27.2119	27.4748	27.0677	27.249	26.8336	26.5668	26.4502	26.723	26.6758	26.8887	26.7551	26.6867
PROT_0618	19.753	20.4804	20.4713	20.5484	20.1581	20.4702	20.3937		20.8352	20.547	20.6594	21.27	20.3695		19.8793	20.6913	20.7739	20.327	20.3162	21.0838
PROT_0619	19.79			18.7669	19.1905	18.6706		18.7041	18.9352	19.6784	19.0979		19.1667	18.5763			19.1916			18.9635
PROT_0620	24.2717	23.7323	24.2174	24.0128	23.9846	23.3053	24.1937	23.4905	24.5946	24.1834	24.3514	24.2883	23.9445	23.7651	23.9728	23.9924	23.9501	23.913	23.8607	23.9032
PROT_0621	26.6756	26.435	26.7016	26.4387	26.8854	26.6989	26.6344	26.8341	26.9326	26.5712	27.0617	27.1678	26.8449	26.6416	26.8132	26.7084	27.2251	26.4525	26.7735	26.8984
PROT_0622	22.0592	22.3877	21.6617	22.159	22.2397	21.9749	22.1826	22.2077	22.5999	22.6829	22.8498	22.7608	22.2886	22.0578	22.0593	22.1726	22.0926	21.9767	22.1606	22.0224
PROT_0623	19.1384	19.586		18.8618	20.3889		19.6539	19.704	20.2542		19.559	19.5207		19.687	19.3308	19.7236	19.381	19.3112		18.8843
PROT_0624		16.3449						16.6636		18.395								17.5188		
PROT_0625	24.4656	24.4978	24.3268	24.7926	24.8206	24.3456	24.6746	24.5997	24.8051	24.7552	24.9753	24.9935	24.1159	24.5909	24.7	24.6679	24.6094	24.2943	24.5911	24.7206
PROT_0626	26.3031		26.2816	26.3857	26.5051	26.2718	26.0163	26.3783	26.5189	26.6051	26.9216	26.608	26.1454	26.3775	26.4295	26.1944	26.3523	26.2138	26.1884	26.033
PROT_0627	18.6272			19.1202	19.0182	19.732		18.3647			19.0129	20.0438		18.3315	18.6138		18.8105	19.6104		
PROT_0628		19.8223	20.4529	20.1596	20.2933	20.3686	19.9166	20.4919	20.5635		21.3293	20.5465		20.5623	20.3919	20.8652	20.2874	20.564	20.1857	20.2552
PROT_0629	23.316	22.9736	23.1337	23.0842	22.9351	22.6406	22.9571	22.8286	23.1563	23.2701	23.1514	23.6021	23.3185	22.9033	23.1535	22.579	23.2609	22.9341	22.9108	22.9173
PROT_0630	22.1777	22.0597	22.1894	21.978	22.1526	22.4076	22.3375	22.2217	22.1843	22.1415	22.382	22.4543	22.017	21.9922	21.9771	21.5711	21.5762	22.1893	22.4421	21.9396
PROT_0631	24.8216	24.8305	24.8773	24.9085	24.7818	24.8421	24.5801	24.9416	25.0207	25.4171	25.0827	25.6345	24.6561	24.9255	24.7218	24.9648	24.8815	24.8036	24.7649	24.9778
PROT_0632	26.0881	25.6108	25.9841	25.9182	25.7603	25.3646	25.6159	25.5266	26.1665	26.0998	26.286	25.9315	25.7379	25.5067	25.7714	25.8948	25.9032	25.7492	25.9818	25.7283
PROT_0633	26.6777	26.6565	26.3269	26.4698	26.2137	26.4348	26.3511	26.5209	26.9057	27.1305	27.0759	27.3696	26.053	26.7823	26.7663	26.5304	26.6073	26.8075	26.48	26.7267
PROT_0634	20.9273		20.9147	20.325	21.2597		21.1003	21.1492	21.2934	20.5377	21.2802	21.36	20.7897	21.403	21.1304	20.6639	20.9722	20.9236	21.0	21.0833
PROT_0635	21.9969	22.1173	22.4123	22.5998	22.2672	21.8758	22.1016		22.6956	22.7659	22.5964	22.5857	22.1111	22.3899	22.1106		22.1358	22.2033	22.5376	21.8964
PROT_0636	25.6495	25.506	26.0472	25.6999	25.5648	25.1686	25.8623	25.7174	26.1172	26.2574	26.1499	26.3168	25.4393	25.7194	25.7991	25.7491	25.6356	25.7548	25.6754	25.4547
PROT_0637	21.9908	22.2274	21.8113	22.2059	22.5057	22.1815	22.4167	22.0583	22.5917	22.3123	23.1108	23.0216	22.4177	22.2741	21.6867	22.6077	22.1546	22.3525	22.7801	22.5514
PROT_0638	22.9219	22.9913	23.0815	22.7448	23.1432	22.8653	22.6799	23.0125	23.1244	23.3537	23.4268	23.4097	22.9634	22.9653	23.0233	23.1757	23.3735	23.0853	22.7257	22.7173
PROT_0639	22.8246	22.9404	22.9209	23.3704	21.9151	21.9023	22.0782	22.0381	21.8155	21.6532	21.5176		22.153	22.4323		21.8445	23.0408	23.3633	23.3463	23.017
PROT_0640	26.7707	27.2515	26.6312	26.9169	26.7142	26.8912	26.6365	27.3063	26.4107	26.8399	26.4271	26.8374	26.5916	27.2879	26.6347	26.8734	26.8779	27.0957	26.6129	27.1472
PROT_0641	27.9921	27.9536	27.8334	28.0629	28.3929	27.8867	28.1907	28.2361	28.649	28.4318	28.6903	28.269	28.2215	28.0214	28.0193	27.8983	28.1988	27.7996	28.2136	28.2295
PROT_0642	21.0802	21.5708	21.2983	21.8521	21.2341	20.955	21.4876	21.4447	21.2401	21.2636	21.1053	21.6186	20.7088	21.3132	21.2487	21.073		22.0663	21.5375	22.0126
PROT_0643	27.1456	27.3315	27.0768	27.1092	27.2548	27.1453	27.2793	27.2271	27.8093	28.097	27.6996	28.1148	27.1596	27.3556	27.1392	27.3367	27.2985	27.4127	27.0197	27.3043
PROT_0644		19.3453			19.579	20.1254	20.007	19.04	20.1399	19.7092	20.5778	20.3193	19.2953	19.7278		19.3862		19.6666	20.1439	19.4555
PROT_0645	22.9029	22.3492	22.5635	22.3482	22.8957	22.3563	22.6221	22.154	22.8004	22.7907	23.119	22.8717	23.3748	22.3318	22.3325	22.6568	22.4062	22.8299	22.6143	22.5123
PROT_0646	23.5171	23.2673	23.525	23.5232	23.7332	23.3385	23.7496	23.7743	23.8514	24.0382	23.9473	23.9461	22.8864	22.9403	22.5032	23.0962	23.5631	23.9235	23.5624	23.4647
PROT_0647	22.5509	22.4956	22.3353	22.3795	22.4679	22.5875	22.5791	22.9172	23.3413	22.664	22.8214	23.0109	22.5121	22.5439	22.3951	22.7599	22.2895	22.4406	22.4	22.218
PROT_0648	21.0568	21.1515	21.2406		21.0983	21.2653			21.2196	22.0167	22.0231	21.5995	20.9512	21.252	20.8421	20.7816	21.3606	20.9352	21.1053	21.4003
PROT_0649	20.6603	19.6997	20.1873	19.6544	19.6657	20.3273	20.3411	20.6667	20.6882	20.7857	20.7316	20.7332	19.9134		19.499		19.8335	20.4174		20.1015
PROT_0650	19.2023		17.6336						18.4555		18.7101					17.8005		18.1553		17.6971
PROT_0651	26.4089	26.1522	26.3702	26.3131	26.3084	26.5577	26.1912	26.2927	26.8467	26.3554	26.8034	26.4626	26.4508	26.2478	26.4334	26.3746	26.4354	26.1702	26.6301	26.0284
PROT_0652	27.8428	27.6456	27.4183	27.8729	28.0649	28.0764	27.8691	28.0321	28.3842	28.4758	28.3876	28.6991	27.6409	28.2948	27.5775	28.29	27.5565	27.7016	28.0493	27.8794
PROT_0653	22.3532	22.0192	21.8001	22.1586	22.4003	22.1867	21.9979	21.9412	21.8738	22.2173	22.4106	21.8715	21.8075	22.2855	22.2637	21.3708	22.1989	21.6651	21.7077	21.9034
PROT_0654	26.383	26.2808	26.5221	26.3892	26.7077	26.307	26.5517	26.4394	26.8803	26.6506	26.5792	27.1376	26.6167	26.5312	26.4022	26.6594	26.3296	26.222	26.5964	26.7421
PROT_0655	26.8059	26.7671	26.5534	26.6466	26.6087	26.4415	26.3346	26.6163	27.0107	26.9332	27.3009	27.2161	26.7679	26.7968	26.7049	26.8439	26.9248	26.9881	26.7806	26.7484
PROT_0656	26.7748	26.4546	26.6076	26.5984	26.752	26.4344	26.565	26.891	27.2861	27.2206	27.1962	27.4034	26.5201	26.7906	26.7342	26.8638	26.7015	26.5552	26.8989	26.5681
PROT_0657	18.1204	18.4903	17.7544		17.9299	17.6608		17.5751	18.375					18.6611						
PROT_0658	24.0725	24.0759	24.047	23.9098	24.1583	23.7253	24.0978	23.918	24.5843	24.3677	24.3356	24.3857	23.5493	23.8564	23.9134	24.1548	24.3061	23.6174	23.8776	23.6634
PROT_0659	28.1387	28.1539	28.1609	28.2369	28.2149	28.1037	28.167	27.729	28.7615	28.7642	28.6301	28.5932	28.0706	28.1422		28.0369	28.1433	27.9415	28.1192	28.0981
PROT_0660	22.9012	22.7067	22.798	22.4134	23.1011	22.3073	22.6488	22.6282	23.4035	23.4029	23.0793	22.9894	23.086	22.7659	22.742	22.5098	22.4708	22.4142	22.5622	22.2953
PROT_0661	24.9146	24.8969	24.5939	25.0256	24.8918	24.9715	24.677	25.4985	25.1697	24.7566	25.0881	25.2807	24.7604	25.0845	24.5449	25.143	25.0493	25.2753	24.5923	24.8725
PROT_0662	23.0282	22.3548	22.6615		22.8362	22.0162	22.5412	22.289	23.3485	22.8214	23.3003	23.0867	22.952	23.1546		22.6801	23.3314	22.5884	22.9025	22.6163
PROT_0663	25.3553	25.4747	25.3118	25.5055	25.587	25.2861	25.2618	25.2606	25.4074	25.6929	25.8165	25.9194	25.3558	25.7142	25.3308	25.6979	25.1398	25.4658	25.3261	25.2822
PROT_0664		18.4992					19.5784	18.6803	18.9569		19.5099				18.9431		19.7392	17.9336	19.0565	18.7838
PROT_0665		17.1938	17.2439	19.2104	18.1292				18.4036	18.4282			17.4713			18.3688	17.8906			
PROT_0666		22.4866	22.2847	22.7407	22.3328	22.4517	22.6541	22.7675	23.0798	23.4516	23.243	22.9812	22.0279	22.9844	22.481	22.5978	22.2458	22.3112	22.2156	22.2141
PROT_0667	25.9387	25.7764	25.8435	26.059	26.3424	26.0184	26.4643	25.9565	26.7678	26.664	26.8851	26.7648	26.1875	26.4019	26.4542	26.1292	26.2379	26.1456	26.0584	26.2415
PROT_0668	22.894	22.8089	22.7857	23.1066	22.4449	22.6148	22.7402	22.8203	23.1166	23.489	23.29	23.1685	23.2403	22.858	22.9191	22.4279	23.1362	22.7481	22.6179	22.7639
PROT_0669	19.207	19.2764	19.3967	19.3881	19.1024	19.0916	19.7258		19.345	19.6637	20.547	19.598		20.1091	18.8389	19.4989				19.2392
PROT_0670	24.7338	25.0783	24.6562	24.9569	25.0615	24.8834	25.0684		25.0522	25.2604	25.2373	25.7636	24.7072	25.2592	24.7632	25.0669	25.0866	25.1185	24.9782	24.9856
PROT_0671	23.7569	24.1561		24.0489	23.6708	23.7906	24.0226	24.2092	23.9911	24.6325	24.2899	24.3846	23.2826	23.8531	23.724		23.6652	23.5832	23.5414	23.9998
PROT_0672	21.1317	20.8006	20.9247	20.3747	20.0647	20.9136		20.7903	21.0166	21.3323	21.3714	21.0531	20.8198	20.7261	20.0814	21.684		21.1013		20.5453
PROT_0673	24.3011	24.6467	24.3309	24.7121	24.3444	24.4802		24.2541	24.4002	24.8121	24.9314	24.7188	24.1456	24.4894	24.4671	24.7415	24.6011	24.5332	24.2956	24.5218
PROT_0674	27.5662	27.5564	27.6254	27.3763	27.628	27.5855	27.5756	27.7295	28.1638	27.8344	28.1476	28.2002	27.3733	27.7377	27.6541	27.5089	27.5299	27.6982	27.3658	27.6158
PROT_0675	19.5036			19.5789				19.4064	19.668		19.3733	19.4542	18.8042		19.5102	19.6041	19.3001	19.3397		20.1659
PROT_0676	17.786					18.4813			18.5318	19.2945		18.7726	18.5979					18.6705	18.4961	
PROT_0677	20.4117	20.0281	20.0874	20.3651	20.755	19.6084	20.8588		19.9532	20.4427		19.8928		20.1872	19.723	19.6837	20.3458	20.1483	20.1553	20.4878
PROT_0678	20.8764	20.8257	20.6754	20.7597	20.9785	20.5564	20.9636	21.54		21.6049	21.4815	20.9635	21.271	21.1106	20.4346	21.1505	20.8997	21.3958	21.2561	20.9459
PROT_0679	24.0482	24.3293	23.6767	24.079	23.5752	23.9051	23.9463	23.7831	24.2703	24.5103	24.5261	24.7484	23.9767	24.1737	24.1211	24.3048	24.0279	24.1337	24.124	24.361
PROT_0680	24.5545	24.8081	24.5534	24.6399	24.7916	24.6672	24.3773	25.0229	24.8061	24.712	24.7492	24.9047	24.0187	24.6135	24.4623	24.6042	24.2142	24.6399	24.391	24.824
PROT_0681	20.9323	20.505	20.4232	20.7059	20.4102	20.5952	20.7274	20.3005	21.0439	20.7669	21.2628	20.6879	20.0549	21.3023	20.0469	20.5681	20.5494	20.8511		20.5979
PROT_0682	19.5059	20.2564	18.9477	20.2571	19.9974	19.1544	19.7996	19.5697	20.1424	20.3742	19.7522	19.9671	19.4498				19.4636	19.6398	19.127	19.7329
PROT_0683		18.0837		18.4808			18.2693				18.4082									
PROT_0684	26.9354	26.7973	26.8451	26.9488	27.1004	26.6503	26.9571	26.7894	27.2713	27.4861	27.4763	27.2341	27.0781	26.7254	26.8985	26.8303	27.4452	26.6261	27.1215	27.0086
PROT_0685	28.3828	28.2235	28.6191	28.2486	28.7383	28.5368	28.5669	28.5018	28.7546	28.6018	28.9489	28.7362	28.7573	28.7031	28.7346	28.5462	28.6966	28.3727	28.4211	28.4637
PROT_0686	22.9114	22.3675	22.5289	22.545	22.9972	22.5918	22.9866	22.9805	23.681	23.0922	22.9671	23.1815	23.0562	22.936	22.5861	22.6337	22.8866	22.6683	23.0131	22.7726
PROT_0687	25.7084	25.6693	25.573	25.2702	25.4428	24.9804	25.2757	25.4335	25.7856	26.1343	25.9717	25.9209	25.3265	25.6502	25.8226	25.5778	25.4723	25.4309	25.6261	25.6565
PROT_0688	23.6452	23.4761	23.6406	23.8231	23.6464	23.7016		23.7228	24.0641	23.9158	23.9943	24.039	23.8108	23.662	23.6844	23.7334	23.5021	23.5629	23.422	23.5569
PROT_0689	23.0758	22.5283	22.5962	22.9977	22.853	22.7053	23.1313	22.9027	23.2181	23.6802	23.0711	23.3414	22.5547	23.3518	22.6685	23.1602	22.8989	22.7076		23.0085
PROT_0690	19.3492		18.8724	18.3001			18.6613				19.294	19.7231	19.6102		19.2318		18.9098	19.1877		
PROT_0691	21.2971	20.3898	21.8971	21.0813	20.7586	20.5721	20.8181	20.5705	20.3759	20.6542	21.1842	20.2531	21.0785	21.053	21.0716	21.059	21.4807	20.9911	21.2107	21.1135
PROT_0692	21.9301	21.585	21.9843	21.6916	21.6364	21.8085	22.0722	22.0506	21.9108	21.8112	22.0571	21.5614	21.532	22.2457	21.8967	21.7308	22.0452	21.1926	21.7979	21.7966
PROT_0693	26.4513	26.6277	26.8459	26.325	26.5399	26.5812	26.6298	26.8631	26.5789	26.7214	26.5127	26.7325	26.6912	26.8449	26.474	26.1232	26.9142	27.0002	26.6589	26.6659
PROT_0694	23.3784	23.8806	23.1697	24.5118	23.547	23.9343	23.8142	24.0444	23.7091	23.5572	23.5708		24.0626	24.1777	23.9551	23.73	23.7217	23.6381	23.9441	23.7645
PROT_0695	20.7121	20.1705	20.5321	21.0183	20.9743	20.9722	21.1336	20.8752	21.1834	21.1179	20.8912	20.8648	20.9071	21.489	20.5288	21.0743		20.5086	20.7358	21.3258
PROT_0696	26.458	26.7272	26.4413	26.8159	26.4794	26.7627	26.7173	26.6174	26.7305	26.7837	26.7125	26.8231	26.4477	26.5509	26.6283	26.8544	26.383	26.5986	26.4977	26.5478
PROT_0697	21.1947	20.4585	20.5953	20.6863	20.8562	20.4042		20.6304	20.4707	20.4349	20.6361		20.1388		20.611	20.3401	20.3571	20.7661	20.2402	
PROT_0698	23.1475	22.7206	23.0242	22.7103	22.8734	22.6308	22.8264	22.6664	22.7744	22.6805	22.6123	22.9036	22.8763	22.5189	22.979	23.0592	22.8054	23.2961	23.1493	22.7472
PROT_0699	20.9004		20.609	20.7357			21.0478	20.2109		20.6202	20.9803	20.2809	20.3671	20.5432	20.6952		20.7765	20.7932	20.9575	20.1114
PROT_0700	27.7512	27.5613		27.6691	27.7871	27.5506	27.7907	27.7879	27.3832	27.8417	27.7121	27.8958	27.4907	27.989	27.5515	27.8763	27.6466	27.5291	27.5633	27.6801
PROT_0701	23.9243	23.7402	23.9534	24.0102	24.3467	23.7437	23.6714	24.1231	23.9079	24.221	24.0707		23.7093	24.2981	24.0071	24.5729	23.9734	24.2213	23.7601	24.054
PROT_0702	20.1707	19.8197		20.2665	20.2271		19.5906		20.2591	19.5988	20.2849	20.2038	19.8074		19.9112	19.5004	20.2209	19.8424	19.7591	19.7968
PROT_0703	22.8101	22.5261	22.8647	22.4451	22.1498	21.8342	22.1931	21.7139	22.3823	22.0394	22.2286	21.7006	22.4174	22.3728	22.0933	22.2494	22.4838	21.4745	22.1279	21.9433
PROT_0704	21.3123	21.6341	21.1263	21.2292	21.6344	20.6442	20.649	21.0665	20.6778	21.4564	21.3885		21.0575	20.9185	21.1838	21.5446	21.2994	21.305	21.6337	
PROT_0705	22.7969	22.3628	22.3234	22.4421		22.2132	22.4391	22.6225	22.5491	22.3164	22.5756	22.7163	22.3348	22.6261	22.5407	22.3621	22.3381	22.8149	22.6944	22.8964
PROT_0706					18.8617	19.671	18.528	18.9673	19.0622		18.6335		18.9668					18.0475		
PROT_0707	23.4175	23.2316	23.286	23.4881	23.5325	23.602	23.6433	23.3552	23.1279	23.1798	23.6081	23.4244	23.3968	23.2876	23.3433	23.2126	23.1556	23.6082	23.8336	23.3243
PROT_0708	22.2781	22.651	22.3755	22.7024	22.7843	22.6079	22.9588	22.9988	22.5425	22.1573	22.612	22.7518	22.573	22.9079	22.596	22.4939	22.8363	22.8766	22.419	22.4711
PROT_0709	24.2298	23.83	24.3144	24.3532	24.1415	24.4069	24.6369	24.1262		23.8182	24.1099	24.35	24.0635	24.4093	24.0526	24.4173	24.3955	24.2486	24.1369	24.0124
PROT_0710		21.8759	22.4747	22.3721	22.2235	21.655	21.4886	21.6609	21.9185	22.4093	22.1207	21.9595	22.0031	22.0577	22.1954	21.7314	21.9224	22.3136	22.4197	22.1226
PROT_0711	20.3435		21.1339	20.2871	20.0478		20.6854	19.8075	20.7269			20.3937	20.0823	20.4419	20.2136	19.8689	20.1871	21.0654	20.0792	19.5802
PROT_0712	22.5047	22.4833	22.7716	22.4675	22.7794	22.7749	23.2076	22.5885	22.6576	22.4003	22.5078	22.9073	22.6031	22.4007	22.4193	22.8797	23.0158	22.7224	22.5279	23.049
PROT_0713	28.68	29.0593	28.7861	28.7847	28.7274	28.7866	28.7586	28.949	28.4485	28.8876	28.6466	29.244	28.6943	29.1248	28.8551	29.2716	28.7727	29.1554	28.939	28.9303
PROT_0714	20.6255	20.8218	20.7499	20.8712	20.6007		20.7867	20.5162	20.6427	20.7401	20.5576	20.6518	20.8072	21.3901	20.4746	20.7383	21.0375	20.8584		20.5117
