protein_id	Par_t1	Par_t2	Par_t3	Par_t4	HomEdA_t1	HomEdA_t2	HomEdA_t3	HomEdA_t4	HomEdB_t1	HomEdB_t2	HomEdB_t3	HomEdB_t4	HomRevA_t1	HomRevA_t2	HomRevA_t3	HomRevA_t4	HomRevB_t1	HomRevB_t2	HomRevB_t3	HomRevB_t4
PROT_0573	21.1858	21.4204	21.2076	21.3316	21.0771		20.9411	20.7419	20.546	20.2913	20.8338	20.4902	21.6282	21.3685	20.8068	20.8511	21.4004	21.206	21.0263	21.4044
PROT_0574	22.9073	23.0168	23.0551	23.2603	22.8645	23.0998	22.9167	22.6769	23.0081	23.2323	22.9974	23.0204	23.1381	23.0397	23.0323	23.5044	23.6034	23.3495	23.296	22.6558
PROT_0575	25.2716	25.0521	25.1442		24.9669	24.9435	25.3489	25.0239	25.5508	24.9022	25.5315	25.1884	25.3744	25.1816	25.4318	25.0331	25.1827	25.4878	25.2548	25.1413
PROT_0576	27.9417	27.7501	27.8805	27.7459	27.6239	27.3005	27.7594	27.3142	27.3451	27.6273	27.7077	27.6511	27.4517	27.6469	27.6023	27.2564	27.7891	27.7043	27.3605	27.5049
PROT_0577	22.0094	21.2934	21.7533	21.6428	21.6681	22.0312		21.9213	21.7103		21.9413	22.1692	21.6107	21.3893	21.4218	21.7856	22.0237	21.4089	21.4396	21.9691
PROT_0578	22.4133	22.0646	21.9654	21.8723	21.9502	22.2577	22.0192		21.8568	21.8579	21.8669	21.7908	21.8278	21.9621	21.9632	22.0243	22.1692	21.7786	21.7788	21.8032
PROT_0579	23.6338	23.4231	23.8278	23.356	23.4043	23.7096	23.8034	23.8287	23.8443	24.0697	23.7746	24.1202	23.6253	23.9396	23.7847	23.6866	23.5368	24.0492	23.4957	23.7631
PROT_0580	19.4555			19.5678	18.8626	18.8303	19.4096		19.4309		18.5717	18.8671	18.4231	18.2396					19.0316	
PROT_0581	22.9583	23.2106	23.1834	23.123	22.8105	22.833	22.906	22.8199	23.809	24.1143	23.9555	23.8309	22.8384	22.7883	22.823	22.7399	23.0849	22.8973	22.7166	22.8441
PROT_0582		19.497		18.1878	19.0644	19.2527	19.4956		19.406	18.5915				19.2535		19.3327	19.459	19.0739	20.1388	19.4997
PROT_0583	24.0708		24.0281	24.6611	24.8502	24.4856	24.702	24.5286	24.3777	24.9159	24.6222	24.6944	24.1379	24.7313	24.3707	24.3109	24.5215	24.8727	24.4325	24.7345
PROT_0584	21.7584	22.0608	22.0203	21.4358	21.9866	21.7121	22.0055	21.518	22.3655	22.2308	22.2576	22.1528	21.6351	22.2286	22.0492	21.9542	21.7645	22.0491	21.8632	22.0293
PROT_0585	25.5918	26.1791	26.0202	26.3893	25.876	25.8602	25.6982	25.6781	25.8297	26.2652	26.0037	26.5683	25.5856	25.8335	25.6638	25.8842	25.6389	25.9252	25.6383	26.1031
PROT_0586	20.3009	20.3291	20.5472	20.0774		20.6244	20.7832	20.1678	20.5134		20.4767	21.1032	20.2646	20.3227	20.8909		21.2359	20.703		20.2777
PROT_0587	22.8485	22.9954	23.6035	22.7131	22.9963	22.9784	23.5711	22.9048	23.3923	22.9809	23.1334	22.9815	23.1202	22.6168	23.246	22.9348	23.1372	23.1479	23.3706	22.8949
PROT_0588	23.3237	23.3084	23.2866	23.1767	23.0991		23.0053	23.1865	23.6587	23.3468	23.2869	23.0571	23.1063	23.4494	22.9132	23.218	23.1621	23.4814	23.0337	23.0774
PROT_0589	22.4002	22.2777	22.5938	22.5693	22.1203	22.0641	22.3688	22.4859	22.544	22.0015	22.0086	22.1251	22.5559	22.5767	22.5089	22.3935	22.1639		22.1306	22.2223
PROT_0590	24.7989	25.2331	25.1026	24.9862	24.9458	24.7775	24.8077	24.686	25.022	24.9686	24.5276	24.6441	25.0711	25.0528	25.2745	25.0449	25.2437	25.0431	24.7535	24.9711
PROT_0591	20.7297	20.4311	20.9279	20.9689	20.6474	20.4095	20.24	20.8014	20.3952	20.8577	20.7387	20.5459	20.3072	20.959	20.4613	20.4906	20.6286	20.4753	20.9051	20.2866
PROT_0592	23.1462	23.1884	23.1114	23.642	23.0899	23.1774	22.8294	22.8512	23.5185	23.4057	23.2423	23.1062	22.9698	23.3174	23.4801	23.279	23.1299	23.305	23.217	22.8004
PROT_0593	22.7992	22.3906	22.7899	22.3167	23.1485	22.3089	22.4632	22.3209	22.938	22.3809	22.7951	22.5641	22.638	22.1394	22.4758	22.5207	22.9423	22.6249		22.4748
PROT_0594	21.0869	21.335	21.1791	21.3549	21.4175	20.9187	21.2636	21.4335	20.2487	21.6367		20.9228	21.4573	21.435	21.4091	20.6806	21.1361	21.781	21.1079	21.0408
PROT_0595	26.7299	26.4096	26.7416	26.1702	26.9473	26.3346	27.0973	26.353	26.5467	26.2115	26.5262	26.4052	26.8634	26.2226	26.6636		26.6129	26.3585	26.7653	26.4079
PROT_0596	22.5158	22.0514	22.5406	22.6589	22.9706	22.7192	22.4631	22.5062	21.8825	22.3176	22.2891	22.1179	22.1819	22.7227	22.193	22.5386	22.6774	22.6081	22.6006	22.8833
PROT_0597	21.6004	21.498	21.2743	21.6368	21.6025	21.7294	21.3112	21.4897	21.6775	22.037	21.9887	21.4525	21.2951	21.6214	21.459	21.9712	21.4813	22.4466	21.6302	21.7201
PROT_0598	25.7044	26.0661	25.528	25.6138	25.5816	25.6997	25.5614	25.3716	25.4716	25.3239	25.5583	25.789	25.4152	25.6586	25.4891	25.9342	25.8714	25.652	25.4957	25.3001
PROT_0599	22.3083	22.0228	22.3334	22.0252	22.007	21.7569	21.9418	22.3201	21.9049	22.2704	21.6302	22.3745	22.0832	22.0824		21.7617	22.1814	22.018	21.9174	22.0937
PROT_0600	22.2261		22.3681	22.5282	22.7454	22.5038	22.3227	22.932	22.7537	22.8108	22.7345	22.8077	22.708	22.6367	22.7321	22.5455	22.3392	22.5024	22.7469	22.1093
PROT_0601	21.119	20.398		21.0321	20.4982	20.3322	20.6079	20.7091	21.822	21.4114		20.9438	20.8643	20.6425	20.8733	21.0332	21.3567	21.026	20.765	20.9978
PROT_0602	24.7773	24.9249	24.6643	25.0557	24.6749	24.5087	25.0513	24.6569	25.0204	25.4099	25.0108	24.8488	24.6038	24.6554	24.5707	24.6341	25.0338	25.0311	24.8336	24.6547
PROT_0603	24.2049	24.4206	24.419	24.5069	24.0584	24.1613	24.3092	24.071	24.7605	24.7074	24.4193	24.9957	24.1967	24.8645	24.2235	24.1893	23.9628	24.4114	24.2242	24.1315
PROT_0604	20.5555	19.9076	20.5928		20.1319	19.8341	20.8325	20.4414	21.1482	20.1213		20.2338	21.4808	20.7556	21.4461	21.0812	20.6168	20.4819		20.083
PROT_0605	19.6063		20.1911		19.9678	20.1906	19.6583	19.8384	20.586	20.4894	20.2173		19.8118	19.8085			20.1038	19.9373	19.9037	
PROT_0606	23.8152	24.1643	24.1967	23.893	23.8946	23.6163	23.8492	24.1687	24.2839	24.1801	24.0349	24.5677	23.8333	23.8412	23.8382	23.7263	24.3643	23.8246		23.9376
PROT_0607	24.5262	24.4461	24.8163	24.455	24.3725	24.2414	24.2251	24.0829	24.9679	24.8855	24.8516	24.8504	24.375	24.7966	24.323	24.1877	24.5893	24.4405	24.4533	24.4
PROT_0608	21.5319	21.4686	21.3817	21.0277	21.6788	21.6827	20.9846	21.7752	21.557	22.177	22.0001	21.5237	21.5605	21.1518	21.4562		21.4385	21.4174	21.8711	21.3725
PROT_0609	23.7983	24.2936	24.3979	24.3819	23.9866	24.2233	23.9273		24.3466	24.4798	24.0248	24.439	23.8449	24.1324	23.7435	24.1711	24.8882	25.2424	24.9942	25.0959
PROT_0610	25.8831	25.6369	25.7713	25.6799	26.1407	25.4373	25.9469	26.1501	26.3568	26.2134	26.1021	26.2706	25.7021	25.9754	26.0343	25.8088	26.1187	25.9123	25.8107	25.754
PROT_0611		20.8465	20.807	20.6237	21.0455	21.0007	21.4389	20.4558			21.0486	21.4217	21.4615	21.3103	20.8844	21.2588	21.4625	20.9175	20.8609	20.6553
PROT_0612	25.2752	25.1811	25.1925	25.0841	25.2076	25.1498	24.9309	24.8309	25.759	26.061	26.2725	26.2623	24.638	24.9951	25.096	24.9536	24.9722	25.3016	25.2861	25.1131
PROT_0613	21.0175	21.2807	21.1179	21.0147	20.5401	20.7946	20.5167	20.3498	21.1824	20.9708	21.1066	21.2529	20.7243	20.2654	20.6293		20.8488	20.6299	20.653	21.2846
PROT_0614	23.6545	23.6769	23.9599	23.7624		23.6508	23.6831	23.9594	24.4114	24.0856	24.4333	24.3227	24.1265	24.2748	23.7766	24.0105	24.0541	24.1689	24.0112	23.7507
PROT_0615	22.4046	22.7969	22.9864	22.9481	22.9945	23.3123	22.7511	22.6428	22.7368	23.2114	23.3082	23.1428	22.5177	22.9295	22.9519	23.0685	22.6074	22.9188	22.767	22.9521
PROT_0616	23.1629	24.0136	23.6221	23.6892	23.8323	23.6542	23.7693	23.7824	23.9588	24.1737	23.9226	24.5838	24.0068	23.989	23.5475	23.7836	23.7332	23.5672	23.5953	23.5637
PROT_0617	26.6393	26.8039	26.4709	26.9641	26.6957	26.7605	26.4514	26.5251	26.7134	27.0048	27.1828	27.1903	26.52	26.8627	26.3078	26.6288	26.6834	26.6061	26.6549	26.8237
PROT_0618	20.24		20.6751	20.997	20.5311	20.3568	20.8313	20.4411	20.7625	21.038	20.9719	20.7572		20.958	20.4369	20.4865	20.4244	20.5852	20.5599	20.2362
PROT_0619	18.5813	18.748					19.811	18.7721		19.6508	19.6716	19.7968	19.1247	18.4459	19.526		19.2728	19.4649	18.7426	
PROT_0620	23.9387	23.9116	23.8465	23.9259	24.0151	23.7602	24.1888	23.8128	24.5853	24.714	24.6691	24.3016	24.1524	24.2346	23.8172	23.3165	24.1126	24.146	24.3058	23.8716
PROT_0621	26.6293	26.5246	26.5304	26.6054	26.3991	26.5686	26.6071	26.5365	26.6829	26.9523	26.837	27.1036	26.4755	26.6774	26.6041	26.7508	26.6824	26.5979	26.4447	26.3341
PROT_0622	22.3242	21.8574	21.7682	22.5588	21.6686	22.1548	22.0131	21.9804	22.3359	22.9234	22.7676	22.5811	21.5228	22.0214	22.3336	22.0818	22.1268	22.625	22.5484	22.2228
PROT_0623		19.0667	19.4138		19.6414	19.2011	19.2482		20.276			19.8929					19.3076			19.6268
PROT_0624	18.4972			17.9078		17.7341			18.5948								17.4946			
PROT_0625	24.4474	24.5556	24.8487	24.5646	24.1974	24.1837	24.3624	24.3891	24.7324	25.2154	24.9266	24.8695	24.4345		24.8554	24.0821	24.5341	24.4861	24.4457	24.6505
PROT_0626	26.4363	26.2874	26.2132	26.4193	26.2394	26.0607	26.1701	25.8237	26.6412	26.6336	26.7003	26.5066	26.2986	26.3065	26.2209	26.2984	26.2691	26.275	26.4855	26.2168
PROT_0627					19.4229	18.9169	19.032		19.5551	19.5108	19.5803				19.4899		19.2115	19.2981	20.0426	19.3184
PROT_0628	20.0682	20.3173	20.3801		20.5022	20.2588	20.245	20.1882	20.8975	20.5681	20.9585	20.4892		20.6223	20.8745	20.1938	20.4495	20.454	20.2016	20.464
PROT_0629	22.9903	23.0351	22.9591	22.6914	23.3798	22.5965	22.7636	22.6194		23.4148	23.8405	23.4803	22.79	23.2621	22.841	22.4377	23.0131	22.7119	22.9353	
PROT_0630	21.8115	22.0943	22.5906	22.0423	22.172	22.1102	21.9293	22.0133	22.3469	22.5142	22.6593	22.1882	22.2388	21.7875	21.9772	22.2525	22.1199	22.0163	21.3863	22.1302
PROT_0631	24.9241	24.6076	24.9162	24.5304	24.7548	24.5469	24.5846	24.3265	24.943		25.0575	25.1689	24.4681	24.5093	24.5677	24.6785	24.7313	24.8124	24.842	24.6392
PROT_0632	25.5418	25.3869	25.6525	25.7192	25.7596	25.5897	25.623	25.7241	26.1685	26.1162	26.0298		25.9252	26.1565	26.0145	25.6912	25.8939	25.4976	25.6806	25.3275
PROT_0633	26.942	26.5743	26.8536	26.5054	26.5679	26.2925	26.7829	26.4766	26.7904	27.0236	27.1059	27.0238	26.4248	26.6782	26.4488		26.7388	26.5198	26.2773	27.0306
PROT_0634	20.7914	20.66	20.9235	20.0806	20.8697	20.9962	20.4584	20.4401	21.2443	21.1641	21.5371	21.3356	20.4662	21.0307	20.8865	20.6286	21.0726	20.9818	20.5258	20.7082
PROT_0635	22.1983	21.8894	22.8661	22.0023	21.966	21.6795	22.5886	21.6915	22.9356	22.5635	23.1489	22.5667	22.6992	22.3071	22.3108	21.8622	22.1481	21.9777	22.0573	21.9442
PROT_0636	25.8249	25.795	25.609	26.0112	25.8439	25.8369	25.8065	25.7575	26.03	26.0166		25.9076	25.5423	25.8187		25.6964	25.5635	25.7988	25.5945	25.5015
PROT_0637	22.3886	22.374	22.2201	22.2608	22.5797	22.4287	22.2318	22.1341	22.6247	22.7134	22.7874	22.6711	22.3689	22.3676	22.4786	22.5596	22.5249	21.9173	22.089	21.8666
PROT_0638	22.8643	22.8638	22.6204	23.1551	22.8888	23.1743	22.9673		23.5736	23.113	23.4223	23.6205	22.9696	23.2561	23.388	23.0902	23.1638	22.9877	23.121	22.9898
PROT_0639	21.642	21.9926	21.9223	21.8505	21.2337	21.0655	20.8652	21.3595		21.5376	21.5788	21.8008	22.8431	23.0569	23.3168	22.6461	22.8376	23.0629	23.0373	23.0891
PROT_0640	26.939	27.001	26.9453	26.7897	26.8565	27.0586	26.8023	26.8368	27.3842	27.4642	27.2943	27.241	26.7129	26.9989	26.9833	26.7382	27.0417	27.1487	27.0283	27.118
PROT_0641	27.814	28.0421	27.8237	27.9328	27.8091	28.0981	27.9405	28.2055	28.4424	28.382	28.5938	28.672	28.0023	28.2208	28.055	27.985	28.2204	28.0907	27.9776	27.9931
PROT_0642	21.0818	20.996	20.9068	20.8308	20.8131	20.9573	21.024	20.5142	21.0846	20.8352	20.9639	21.1341	21.8696	21.295	21.7657	21.3072		21.9576	21.0116	21.6137
PROT_0643	26.9689	27.0368	27.2014	27.1592	27.4262	26.8562	27.1902	27.2251	27.5241	27.4065	27.6599	27.8214	26.9899	26.9794	27.1016	27.1159	27.2384	27.1885	26.9284	27.3507
PROT_0644	19.3325		20.1501	19.4557	19.6899		19.1837		19.5696	19.9508	19.5671	20.2435	19.8231	20.1421	19.7816	20.1764				20.1222
PROT_0645	22.2507	22.8038	22.5106	22.0398	22.1466	22.1799	22.228	22.3498	22.3251	22.6078	22.998	23.3442	21.9474	22.1373	22.5453	22.492	22.3791	22.275	22.4023	22.1436
PROT_0646	23.3063	23.4554	23.3273	23.7601	22.9454	23.6218	23.3725	23.5663	23.8399	24.4374	23.9087	23.9626	23.4624	23.8189	23.745	23.2568	23.7027	24.1242	23.0655	23.5804
PROT_0647	22.5472	22.7032	22.7951	22.307	22.5263	22.604	22.5745	22.572	23.0433	23.0133	22.8187	23.0769	22.3934	22.7551	22.2508	21.9129	22.4836	22.6962	22.6423	22.7132
PROT_0648	21.0081	21.0459	20.6398	21.0312	21.3969	20.611	21.1183	21.518	20.7271	21.3559	21.2601	20.9901	21.0292	20.6068	21.1276	21.0474	21.0593	20.9671	20.7388	20.8941
PROT_0649	20.4018	20.4544	20.1582	20.3358	19.623	20.2008	20.2453	20.0157	20.429	20.3998	20.4164	20.7359	20.4138	19.9044	19.9492	20.098	19.5337	20.0797	20.0128	19.7516
PROT_0650			18.0667											17.0807		16.851				
PROT_0651	25.9349	25.9522	26.2465	25.5984	25.976		26.0155	26.1007	26.4136	26.4134	26.7219	26.2388	25.8084	26.0156	25.987	25.9844	26.0992	25.9218	26.0994	25.6017
PROT_0652	27.8917	27.6524	27.8116	27.6086	28.1468	27.8568	28.1573	27.7149	28.6271	28.5929	28.6726	28.247	27.4803	27.6262	27.8695	27.2853	27.8198	27.8891	27.7968	27.9489
PROT_0653	22.0009	21.9621	22.1372	21.957	21.7626	21.9985	21.7734	22.3036	22.363	22.4902	22.6083	22.4175	21.8456	21.969		21.5578	22.056	22.1692	22.412	22.134
PROT_0654	26.6369	26.7759	26.5961	26.3442	26.6884	26.3764	26.6638	26.5906	26.9029	27.1135	26.9319	27.0477	26.4366	26.8176	26.3732	26.5473	26.4168	26.7746	26.5992	26.7717
PROT_0655	26.7124	26.5631	26.9201	26.8627	26.6108	26.874	26.6298	26.3331	27.1658	27.3344	27.1991	27.0449	26.7499	26.8201	27.2001	26.4562	26.6258	26.8915	26.5179	26.7386
PROT_0656		26.6619	26.6722	26.596	26.6747	26.7583	26.539	26.6725	27.0853	27.1228	27.0553	27.0131	26.5611	26.8241	26.6515	26.5995	26.6776	26.7343	26.3657	26.5956
PROT_0657	18.1406			17.6284	18.3507	18.294				17.8205		18.5441			18.0985		18.3026	17.4426		
PROT_0658	24.0492	24.3669	24.1486	24.1853	24.0022	24.1577	23.9602	24.5317	24.4669	24.9037	24.2562	24.6703	23.9976	24.2374	24.153	24.3962	23.9083	24.3701	23.7907	24.3996
PROT_0659	28.0348	28.4888	28.4537	28.1579	28.3501	28.3275	28.1674	28.1713	28.5563	28.6204	28.155	28.5745	28.3413	28.4701	28.3742		28.2949	28.5077	28.1357	28.2855
PROT_0660	22.7136	22.61	23.0611	22.551	22.222	22.4609	22.4807	22.2974	23.5548	22.7785	23.1784	23.1483	23.1134	22.5774	22.8934	22.3736		22.3796	22.7599	22.3701
PROT_0661	24.8012	24.8455	24.6509	25.0603	24.347	24.464	24.276	24.5938	24.9348	25.5166	25.2589	24.9692	24.3534	24.5707	24.5194	24.9153	24.9565	25.4101	24.8421	24.7339
PROT_0662	22.8687	22.5722	22.845	22.7645	22.4735	22.7015	22.5947	22.8773	23.5875	22.9265	22.6254	23.1607	22.6947	22.9767	22.7332	22.7143	22.7081	22.6722	22.1474	22.7217
PROT_0663	25.8379	25.6327	25.6693	25.26	25.0835	24.7633	24.9999	24.8709	26.0361	26.1696	26.4692	25.9484	25.7514	25.213	25.8779	25.3627	25.7663	25.624	25.8834	25.2457
PROT_0664		18.6425	18.5617	19.3839	18.826	18.7537	18.0925	18.1191	19.2298		19.2536	19.2087				18.7779	19.4085			19.4976
PROT_0665	18.9293	18.5904							18.7473	19.8744	18.7717		18.5286	18.8895			18.2432			17.3621
PROT_0666	22.6818	22.7084	22.6259	22.2709	22.4136	22.3737	22.5037	22.4762	23.0239	22.5902	22.8642	22.5595	22.5522	22.8989	22.4987	22.3357	22.7099	22.5227	22.6503	22.4234
PROT_0667	25.9644	26.2052	25.9258	26.2685	25.9983	26.2208	26.0937	26.369	26.6628	27.0087	26.0192	26.7963	26.2392	26.1517	26.0911	26.3047	25.9544	26.333	25.905	25.9747
PROT_0668	22.813	22.3858	23.0538	22.7438	22.8625	22.8529	22.7437	22.1463	23.1249	23.1552	22.9801	23.4073	22.8724	22.6003	22.85	22.7229	22.7549	22.8467	22.4884	22.4762
PROT_0669		19.639				19.8153	19.2507		19.4173	19.3799	19.1103				18.9942	19.1241	19.5857		18.994	19.1721
PROT_0670	25.4311	24.9891	25.0835	24.614	25.2612	24.9854	25.0454	25.0633		25.5712	25.2825	25.4271	25.1903	25.1213	25.1052	25.0658	25.1568	24.8788	24.9757	25.1146
PROT_0671	23.4583	23.7314	24.0438	23.7233	23.7892	23.3982	23.5496	23.2285	24.3857	24.2248	24.2049	23.9968	23.188	23.9514	23.633	23.649	24.2326	24.0229	24.0331	23.9844
PROT_0672	20.5114	19.974	20.6205	20.2592	19.8279		20.062	20.3133	20.9713	20.8414	20.8056	20.6561	20.4103	20.6605	20.896	20.3685	19.999	19.9989		19.7801
PROT_0673	24.2864	24.6153	24.2264	24.1557	24.4817	24.3399	24.7237	24.4812	24.847	24.4248	24.9576	25.0915	24.1035	24.2289	24.3485	24.4737	24.6332	24.3203	24.0971	24.0092
PROT_0674	27.5791	27.4191	27.7013		27.7099	27.8699	27.8175	27.7461	28.1952	28.1073	28.1088	28.2821	27.6642	27.5217	27.8975	27.5826	27.7009	27.8076	27.8531	27.7822
PROT_0675	18.5459		19.8657	18.9875		19.4877		18.9337	20.2905	19.2459	20.4235	19.8689	19.0878	19.0668	19.2789	18.4254		20.0367	19.4525	19.908
PROT_0676	17.4939	18.5392		17.7196			18.5612	18.4553				18.5027						18.8197	18.698	
PROT_0677		19.7945	20.0193			19.6572		20.2484	19.9057	20.6204	20.2578	20.3331	19.5814	19.9286	19.8915	19.969	20.4208	21.0085	21.2048	20.7984
PROT_0678	20.9916	20.8795	20.8878	21.4234	21.1646	20.51	21.0368	20.7988	21.806	21.7067	21.0761		21.1709	20.8855	21.109	21.0204	21.219	20.8526	20.8944	20.618
PROT_0679	24.1236	24.0478	24.322	23.9753	24.1441	23.8133	24.0337	24.0736	24.6577	24.5153	25.0641	24.2872	23.7766	24.1931	23.9581	24.2918	24.0984	24.1346	23.8337	24.116
PROT_0680		24.5286	24.6924	24.3324	24.7722	24.7354	24.5111	24.6215		24.9307	24.9593	24.9456	24.0573	24.6425	24.5059	24.727	24.5375	24.4676	24.1768	24.4091
PROT_0681	20.3369	20.5059	20.3688	20.7197	20.398	20.946	20.9933	20.0967	20.6882	20.9963	20.9052	20.9496	20.2849	20.9637	20.3585	20.6107	20.46	20.3568	21.0546	20.4079
PROT_0682	19.7562	20.0538	19.5382				19.1108	19.9972	20.5947	19.92		20.0774		19.2422	19.8364	19.1456		19.8783	19.859	19.6745
PROT_0683		17.3615		18.6476				18.3982	18.6393			18.8271		18.0864		18.2043				
PROT_0684	27.2687	26.8789	27.3415	27.0746	27.2752	27.2083	27.3102	27.0207	27.7421	27.4263	27.5854	27.245	26.7668	27.0505	27.0636	27.019	27.0854	27.2037	27.2191	26.985
PROT_0685	28.557	28.603	28.4899	28.8079	28.3744	28.5101	28.7433	28.3557	29.2242	28.9739	29.1413	29.0049	28.4999	28.6073	28.4939	28.2617	28.8705	28.4588	28.9892	28.8409
PROT_0686	22.4788	22.6949	23.1787	22.8052	22.9065		22.9903	22.5887	23.4674	23.3908	23.1541	23.5565	22.5951	23.2703	22.7012	22.3781	23.2892	22.5875	22.7777	22.5974
PROT_0687	25.4986	25.7087	25.665	25.4627	25.3545	25.2304	25.3097	25.4634	26.0614	25.6395	26.0102	26.2702	25.8215	25.2647		25.2661	25.4006	25.5195	25.3033	25.4638
PROT_0688	23.8771	23.6121	23.9982	23.4451	23.8412	23.5665	23.6262	23.1824	23.5999	24.1773	24.2671	23.967	23.42	23.7254	23.399	23.0953	23.9407	24.0813	23.7679	24.2948
PROT_0689	22.6191	22.7497	22.8657	22.7052	22.5281	22.8931	22.807	22.6423	23.5817	23.3945	23.4158	23.3466	22.8403	23.0957	23.1246	23.1467	22.9544	22.953	22.9223	22.9005
PROT_0690	18.8522	18.6066		18.2462		19.331	19.2462	18.7705	19.0962	19.3537		19.2396	19.3322	19.5398	19.1815		19.81		18.7811	
PROT_0691	20.8838	20.6731	21.0193	20.9947	20.2782	20.3242	20.4735	19.9436	21.5522	21.0675		21.4307	20.8381	21.1788	20.67	20.7455	20.8363	20.819	20.9743	20.8226
PROT_0692	21.8319	21.6004	21.8793	21.3147	21.8358	21.5115	22.0013	21.6088	21.5358	21.4962	21.1759		21.7601	22.1045	22.3677	21.3158	22.5216		22.4419	22.7365
PROT_0693	26.5447	26.8154	26.675	26.772	26.4996	26.1682	26.4793	26.6202	26.3194	26.4151	26.4513	26.6435	26.3141	26.5855	26.434	26.3199	26.4016	26.6	26.3581	26.5041
PROT_0694	23.9976	23.9758	24.3815	24.0091	23.8627	24.095	24.0884	24.3419	23.8632	24.0466	24.278	24.2624	23.9236	24.0934	23.8939	24.0523	23.9427	24.0439		24.2331
PROT_0695	20.5565	21.2545	20.8255	21.0475	20.3361	21.667	20.7151	19.9334	20.5563	20.7751	20.7472	21.1268	20.2956	21.3321	21.0645	21.3635	20.3589	20.8576		21.0507
PROT_0696	26.4162		26.5767	26.2727	26.3909	26.4407	26.749	26.6263	26.7295	26.8272	26.6725	27.0554	26.4812	26.8249	27.0082	26.6824	26.7434	26.8459	26.5222	26.7681
PROT_0697	20.7043	20.8913	21.235	20.6173	20.3686	20.1623	19.7707	20.0776	20.6177	20.5425	20.6531	20.9958	20.5151	21.0951	20.1943		20.5596	20.3513	20.3441	20.5602
PROT_0698	22.4172	23.1266	22.9935	22.8869	23.0786	22.6073	22.629	22.3922	22.966	22.6368	22.6301	23.068	22.8969	22.7236	23.285	22.3458	22.9431	22.834	22.7422	22.537
PROT_0699	20.1871	21.1414	20.7748	19.9769	20.7353	20.3752	20.6925	20.4682	20.1749	20.2233		19.7783	20.7009		20.5697	19.9159	20.7586		21.1255	20.3867
PROT_0700	27.4263	27.5325	27.5615	27.416	27.5563	27.3839	27.5444	27.5504	27.734	27.3456	27.2244	27.624	27.4004	27.3537	27.4062	27.1559	27.5856	27.415	27.628	27.6863
PROT_0701	23.7786	24.1046	24.2693	23.9951	25.2039	24.6233	25.1171	25.0094	24.3903	24.2574	23.9684	24.2076	24.2477	23.9876	24.2279	24.1078	24.0572	24.3818	23.9329	23.8485
PROT_0702	19.5919	20.2656	19.2447	19.7813	19.7768	20.0279	19.6646	20.3677	19.9414	19.81	20.4349		19.7563			19.7947	19.6144		20.2726	20.4908
PROT_0703	22.2768	22.0575	22.1419	21.879	22.3091	21.0775	21.8021	21.732		21.8993	22.1263	22.4508	21.8428	22.0865	21.801	21.4721	21.735	21.8134	22.0384	22.1253
PROT_0704	21.1009		21.5884	20.7154	21.6769	21.3129	20.984	20.5878	21.3729	21.4913	21.2494		21.1489	21.0273	21.6849		21.5227	20.9006	21.2843	21.0756
PROT_0705	22.3637	22.5376	22.4813	22.3081	22.6764	22.4974	22.2279	22.5787	22.8811	22.577	22.2788	22.5121	22.5132	22.0787	22.5295	21.994	22.5252	22.7468	22.7045	22.303
PROT_0706	19.7918	18.4119		19.2754	18.6744		19.4103	19.1681			19.5314			20.0711		19.4283	19.4383	18.9114	19.4542	
PROT_0707	23.5214	23.7686	23.4815	23.49	23.5941	23.2143	23.2762	23.5067	23.7722	23.3116	23.325	23.4552	23.605	23.7961	23.7455	23.415	23.5945	23.7044	23.7113	23.7754
PROT_0708	22.8579	22.3684	22.7728	22.6989		22.6944	23.0782	22.4102	23.0352	22.941	22.5389	22.8747	22.89	22.6199	22.5931	22.6886	22.5196	22.8512	22.7517	22.8793
PROT_0709	24.3289	24.1769	24.2236	23.7452	23.9725	24.1888	24.2829	23.6574	24.0797	24.0446	23.7925	23.8479	24.066	24.1307	23.9806	23.8392	23.6207	24.3554	24.1093	24.3628
PROT_0710	22.0465	22.2291	21.9057	22.1949	22.2231	21.4903	22.2708	22.3923		22.3689	22.6634	22.2715	22.3522	22.2596	22.8096	22.4236	22.5179	22.2722	22.2432	22.5604
PROT_0711	20.5391	20.9143	21.0618	20.1007	21.0277	20.3299		20.5517	20.9008		20.394	20.6717	20.0774	20.2159		20.4529		20.8823		
PROT_0712	22.4758	22.3767	22.803	22.2955	22.7168	22.944	22.4642	22.7526	22.9521	22.3463	23.011	22.6814	22.1301	22.5835	22.6519	22.7723	23.0963	22.7128	23.0813	22.7636
PROT_0713	28.824	29.1307	28.8093	29.0405	29.0436	28.8819	28.9609	29.1025	29.143	29.2802	28.9926	29.1135	28.8878	29.0991	28.806	28.7949	28.9785	29.1843	29.0279	28.6838
PROT_0714	21.1511	20.8404	21.3621	20.8107	20.506	21.137	20.8952	20.2169	20.8464	20.5771		20.581	20.8949	20.7379		20.6614	20.8559	21.2004	20.7803	21.2487
PROT_0715	23.4241	23.577	23.4016	23.4551	23.6772	23.33	23.6688	23.4286	23.8052	23.3921	23.3477	24.0742	23.3981	23.7634	23.6909	23.7481	23.78	23.5469	23.4566	23.4398
