protein_id	Par_t1	Par_t2	Par_t3	Par_t4	HomEd_t1	HomEd_t2	HomEd_t3	HomEd_t4	HomRev_t1	HomRev_t2	HomRev_t3	HomRev_t4
PROT_0915	19.559	19.6734	19.604	19.6519		19.5763	19.0963	19.1176	19.8179	19.5675	20.2162	19.6641
PROT_0916	23.8419	23.7434	23.695	23.6024	24.2012	23.6516	24.0275	23.5699	23.8377		23.7172	23.7504
PROT_0917	26.0507	26.1818	26.4143	26.2009	26.641		26.7205	26.1587	26.107	26.1097	26.0565	25.9686
PROT_0918	24.3243	24.0048	23.879	24.381	23.7127	23.9126	23.9761	24.1995	23.8255	23.8238	23.8098	23.8573
PROT_0919	20.9366	20.1005	20.0241	20.4588	20.3432	21.4765		20.1274	20.8561	20.488	20.5566	20.7481
PROT_0920	25.827	25.8813	25.5703	25.7993	25.6484	25.9456		25.7866	25.9253	25.6833	25.989	25.7421
PROT_0921	23.9103	23.8287	23.9584	23.9084	24.3787	24.2571	24.1173	23.9141	24.075	23.9975	24.0267	24.206
PROT_0922	26.0627	26.3001	26.3143	26.1989	26.1668	26.1074	25.6434	25.9802	26.4812	26.1194	26.128	26.2932
PROT_0923	26.4766	26.2016	26.0412	26.4665	26.5448	26.4774	26.5904	26.7335	26.5051	26.5379	26.4327	26.3372
PROT_0924	24.4544	24.1458	24.2698	24.4812	24.3502	24.1645	24.2514	24.2832	24.8028	24.7077	24.4151	24.2278
PROT_0925	24.1056	24.1491	24.0204	23.8873	24.0437	23.8331	23.8724	24.0339	24.1199	24.007	23.7717	24.2898
PROT_0926	24.7539	24.3751	24.7722	24.5336	24.6984	24.6521	24.6195	24.3895	24.7708	24.3328	24.4723	24.8149
PROT_0927	23.9391	23.8406	24.1105	24.149	24.187	24.0147	24.1361	24.1502	24.0328	23.761	24.3665	24.2555
PROT_0928	18.7153	19.2563	18.6337		20.4188	19.8436		19.8976		19.2228	19.6868	20.0602
PROT_0929	20.8461	21.414	20.964	20.7286	21.4044	20.6644	20.5932	20.6497		20.3926	20.3215	20.9008
PROT_0930	28.378	28.6317	28.5564	28.5652	29.127	28.8411	28.8277	28.9239	27.8976		28.0088	27.8282
PROT_0931	23.9261	23.8917	24.3733	24.0212	24.1883	24.2013	24.3669	23.9807	23.9048	23.2545	23.6437	23.7179
PROT_0932	24.7293	24.6744	24.8541	25.0836	24.5811	24.8691	24.8322	24.7769	24.8827	24.6822	25.0112	24.8871
PROT_0933	20.2838	20.622	19.7067		20.4778	20.6666	20.0927	20.2296	20.3151	20.4972	20.6953	20.1969
PROT_0934	18.2189					17.8786						
PROT_0935	22.9694	23.07	22.605	22.5666	22.477	22.9712	22.7217	22.7323	22.669	22.7743	22.0591	22.5268
PROT_0936	20.4864		20.4941	20.4962	20.4871	20.4432	20.9515	19.8878		19.9673	20.6475	20.3271
PROT_0937	27.9166	28.0436	27.9436		28.0845	28.1813	28.1355	27.8747	28.0901	28.1205	28.2165	28.1051
PROT_0938	21.7695	21.9017	21.6796	22.1004	22.2821	22.2464	22.1979	21.8233	21.7755	22.1962	22.2241	21.8259
PROT_0939	26.4047	25.9474	26.1748	26.6118	26.0858	26.2099	26.2497	26.0703	26.0369	26.2864	26.1009	26.079
PROT_0940	27.3347	27.0331	27.3664	27.165	27.3329	27.2024	27.4093	27.1674	27.4889	27.1707	27.3444	27.4198
PROT_0941	22.8885	22.5395	22.9283	22.4673	22.3271	22.4394	22.6033	23.0082	22.7216	22.7651	22.7221	
PROT_0942		22.628	22.4636	21.9556	22.8003	22.1138	22.3758	22.5945	22.5635	22.2958		
PROT_0943	20.4308	20.575	20.6515	20.099	21.3149					20.4144	20.6003	20.9363
PROT_0944	23.657	23.5356	23.5315	23.6633	23.8563	23.4167	23.5639	23.3352	23.5627	23.304	23.0983	23.6602
PROT_0945	20.8485	20.2361	21.1382	21.5379	21.5193	20.5385	21.0104	20.7615	21.3422	20.9025	20.7949	
PROT_0946	22.9233	23.2842	22.7044	22.9502	23.1744	23.5324	23.0148	22.5516	23.1722	22.7602	23.3284	23.4847
PROT_0947	24.2369	24.5539	24.3925	24.8019	24.8931	24.374	24.6631	24.1455	24.5957	24.2083	24.3281	24.3675
PROT_0948	20.5105	19.873	20.5557	20.0796		20.213	19.8578	20.0144	20.1964	20.13		19.8958
PROT_0949	24.7624	25.2137	25.314	25.2487	25.2382	24.9392		24.9861	25.0416	24.8553	25.3709	25.0187
PROT_0950	23.8512	23.9325	24.0936		24.3554	24.223	23.9516	23.848	23.8799	23.6389	24.0925	23.815
PROT_0951	23.2218	22.5317	22.9869	22.349	22.9144	22.8402	22.4501	22.4756	22.6232	23.0287	22.7267	22.4258
PROT_0952	22.9279	22.7646	22.7588	22.9946	22.875	22.9276	22.5364	22.6963	22.7126		22.5105	22.8629
PROT_0953	24.7808	24.9306	25.0021	24.8693	25.0599	24.6128	24.7081	24.7142	25.1203		25.0432	25.0489
PROT_0954	23.7995	23.2173	23.6888	23.7014	23.121	23.2217	23.3941	23.4104	23.6034	23.0905	23.6343	23.313
PROT_0955	22.6765	22.5743	22.6265	22.9507	22.8724	23.1488	22.5881	22.6504	22.4412	22.2954	22.4001	22.5179
PROT_0956	23.1585	22.8174	22.9899	22.9495	23.2523	22.8167	23.2568	23.1617	22.9927	22.6996	23.1898	22.9494
PROT_0957	23.1764	23.1263	23.2969	23.427	23.1918	22.7102	23.048	23.241	23.2823	23.4527	23.0376	23.2757
PROT_0958	25.3526	25.3912	24.8999	25.5034	25.6869	25.564	25.7464	25.4413	25.3762	25.4061	25.7165	25.4837
PROT_0959	23.6086	23.0014	23.2667	22.8859	22.9849	23.077	23.3097	23.3841	23.3145	22.8879	23.5226	23.5224
PROT_0960	21.5107	21.5953	21.8764	21.6223	21.9434		21.4229	21.4062	21.7087	21.3424	21.6124	21.3946
PROT_0961												
PROT_0962	22.24	22.512	22.285	22.6264	23.9356		23.8816	23.7199	22.1035	22.2105	22.6563	22.3443
PROT_0963	22.0644	22.5288	22.1702	22.1206	21.9507	22.346	21.989	21.8142	22.3789	22.0587	21.5884	21.9949
PROT_0964	22.4357	22.7558	22.5594	22.1621	22.7393	22.7176	22.2073	22.4464	22.9169	22.0812	22.095	22.6185
PROT_0965	25.6295	25.6248	25.5965	25.7529	25.855	25.8797	25.601	25.5131	25.6494	25.7151	25.386	25.8375
PROT_0966	21.4075	21.6789	21.5034	21.7891	21.6048	21.9136	21.2952		21.3533	21.4212	22.0539	21.5543
PROT_0967	26.7213	26.5195	26.7518	26.6864	26.7068	26.6522	26.6331	26.6265	27.0239	26.7249	26.6213	26.8082
PROT_0968	25.2521	25.001	24.9051	24.954	24.9124	24.8434	24.9925	24.721	24.9679	25.2054	25.1516	25.051
PROT_0969	24.5733	24.6436	24.81	24.4692	24.4122	24.55	24.1346	24.1576	23.9237	23.7013	24.2058	24.1624
PROT_0970	28.881	28.6685	28.7059	28.9791		28.6022	28.8079	28.7554	28.8695	28.6443	28.9053	28.9749
PROT_0971	28.1123	27.7718	27.847	28.0181	28.0447	28.1157	27.888	27.9009	28.2096	27.9723	28.0787	28.2363
PROT_0972	26.7062	26.9517	27.1116	26.9988	27.161	26.7334	26.9573	26.7224	26.6331	26.9077	26.9095	26.6729
PROT_0973	21.2546	21.1546	21.8058	20.9081	21.3979	21.3449	21.2866	21.7086	20.7944	21.0421	20.9048	21.1093
PROT_0974	22.4292	22.9118	22.8958	22.1165	22.8036	22.7345	21.9747	22.2143	22.3701	22.7199	22.8315	22.3766
PROT_0975	20.2043	19.9286	20.6514	20.0915	20.5518	20.8958	20.7938	20.6555	19.6519	19.9196	20.1643	19.8769
PROT_0976	22.2835	22.2992	21.8782	22.2697	22.4763	22.4581	22.3493	22.264	22.4568	22.2681	22.1058	22.5243
PROT_0977	23.6062	23.6856	23.6881	23.5701	23.3424	23.3572	23.1782	23.0685	23.1347	23.1717	23.0303	23.2018
PROT_0978	21.1615	22.0283	21.3917	21.7652	21.6044	21.3712	21.4039	21.3348	21.4129	21.6803	21.6462	
PROT_0979	23.9401	23.8245	23.9248	24.0218	24.2122	24.2956	24.3306	24.1431	24.1953	24.0384	24.1436	23.9739
PROT_0980	24.8111	24.6956	24.8368	24.2166	24.6312	24.786	24.7712	24.5915	25.037	24.4327	24.4279	24.6647
PROT_0981	25.5593	25.2702	25.3292	25.2564	25.511	25.5092	25.5287	25.0466	25.0795	25.4541	25.317	25.0174
PROT_0982	23.6917	23.1974	23.376	23.584	23.4685	23.4742	23.2548	23.1995	23.2546	23.0999	23.4022	23.5671
PROT_0983	22.5064	22.5769	22.8344	22.708	23.3438	23.8588	23.4397	23.2255	23.4217	23.3927	23.3597	23.6039
PROT_0984	22.9572	22.5704	22.8906	23.0671	23.0639	22.6705	23.0059	22.8656	22.3907	22.8477	22.6285	22.8324
PROT_0985	20.5381	19.6039	20.1198	20.0071	20.7177	20.1259	20.7583	20.1984	20.0029	20.1745	20.4308	20.1046
PROT_0986	21.9718	22.0095	22.2893	22.3957	22.5778	22.5701	22.7847	22.3509	22.62	22.0987	22.5863	
PROT_0987	22.1511	22.1659	22.1143	21.959	22.3237	22.4282	21.9223	21.6336	21.8527	21.8746	21.9793	22.0623
PROT_0988	21.7742	22.0721	21.6633	22.4424	22.2566	22.1922	22.366	22.1352	21.9507	21.4638		22.0712
PROT_0989	21.3363	21.2756	21.8257	21.2227	21.2862	21.7078	20.8453	21.6624	21.6974	21.4116	21.1489	21.6873
PROT_0990	22.1539	22.4567	22.8402	22.115	22.4968	22.2801	22.3217	22.4798	22.7544	22.5484	22.0296	22.3537
PROT_0991	25.9712	25.9382	25.4918	25.7091	25.772	25.8167	25.6608	25.5929	26.0615	26.0331	26.0604	25.9027
PROT_0992	24.1674	23.8594	23.6928	23.747	23.7246	23.7047	23.8854	23.3329	23.572	23.5317	23.7653	23.8678
PROT_0993	22.9957	23.1044	22.9645	22.8053	22.9585	22.8361	22.6546	22.8392	22.949	23.0613	23.2874	22.954
PROT_0994	21.2375	21.5238	21.4351	21.2787	21.0202	21.2286	21.6363		21.4649	21.8677	21.5084	20.9939
PROT_0995	23.1129	23.0514	23.5207	22.993	23.1656	23.4457	23.1755	23.1864	23.1579	23.008	23.2151	23.206
PROT_0996	21.2129	21.5679	21.4371	21.4132	21.5504	21.2226	21.5682	21.6917	21.6092	21.4426	21.2307	21.2532
PROT_0997	21.7688	21.4855	21.6929	21.9624	22.2901	22.1167	21.6552	21.6016	21.8435	21.5423	22.0573	21.8614
PROT_0998	23.2789	23.0843	23.6255	23.5029	23.0745	23.2544	23.2773	23.3398	23.5163	23.1736	23.294	23.2987
PROT_0999	21.4145	22.2376	21.9542	22.3154	21.7406	21.3053	21.603	21.2891	22.2252	22.03	22.4089	22.3342
