protein_id	WT1_t1	WT1_t2	HetEd1_t1	HetEd1_t2	HomEd1_t1	HomEd1_t2	HetRev1_t1	HetRev1_t2	HomRev1_t1	HomRev1_t2	WT2_t1	WT2_t2	HetEd2_t1	HetEd2_t2	HomEd2_t1	HomEd2_t2	HetRev2_t1	HetRev2_t2	HomRev2_t1	HomRev2_t2	WT3_t1	WT3_t2	HetEd3_t1	HetEd3_t2	HomEd3_t1	HomEd3_t2	HetRev3_t1	HetRev3_t2	HomRev3_t1	HomRev3_t2
PROT_0096		19.6834	19.4947		19.3725	19.7427	19.0301		19.5748	19.8962	20.1012	19.1207		20.0212		19.6944	19.3692	19.5587	20.0828	19.4865	19.162	19.6875				19.7008	18.789	19.8945		19.5826
PROT_0097	19.291	20.3248		19.8367	19.8588				20.0112	19.3313	19.879	20.0029		19.2967	20.2039	19.582	19.1852		19.7071	20.0449	20.2955	19.2506	19.5554		19.6414	19.6169	19.7197	19.5481	19.4386	20.232
PROT_0098	20.173	19.5758	18.9272	19.8433	20.3298	20.195	19.5341		20.1932	19.7613	19.3579	19.6816		19.9401	19.3406		20.0042	19.8848	19.1625		19.5258	19.2701	19.6419		19.4552	19.3724	19.6994	19.5352	19.1507	20.0206
PROT_0099	26.0894	25.7858	26.0279	26.0938	26.2269	25.5992	25.6961	25.7905	25.8484	25.8214	25.7663	25.9831	26.0205	25.6611	25.6103	25.6676	26.2702	25.6964	25.7577	25.8001	25.951	25.7386	26.1024	25.8134	25.7224	25.844	25.898	25.9232	25.8677	25.7566
PROT_0100	26.0087	25.8879	25.8632	25.6826	25.9492	26.2342	25.6663	26.0119	25.8835	25.8828	25.7571	25.6016	26.1032	26.0942	25.7867	25.768	25.2268	25.7675	25.9998	25.89	26.1781	26.1697	25.9513	26.1961	25.9756	25.9197	26.1531	26.2173	25.7409	25.7591
PROT_0101	20.971	20.7197	20.7681	21.1704	20.0992	20.7143	20.5798	20.9229	21.2302	20.8538	21.0448	20.4334	20.8723	20.7806	20.5557		20.8934	20.8747	20.8245	20.7332		20.7505		21.2778		21.0813	21.2472	21.1124	20.9632	21.2885
PROT_0102	23.4802	24.0066	23.4705	23.4459	24.1046	23.6514	23.3722	23.5318	23.9277	23.8914	23.568	23.5734	23.7697	23.5888	23.5439	23.5081	23.9767	23.6829	23.674	23.5952	23.5633	23.6177	23.6625	23.5014	23.6611	23.9888	23.4371	23.9175	23.5705	23.5655
PROT_0103	23.3264	22.9412	23.562	23.3958	23.664	23.4014	23.5138	23.1813	22.9664	23.0013	23.3255	23.0577	23.6675	23.636	23.1305	23.4163	23.2208	23.2434	23.5181	23.4258	23.3915	23.2974	23.5902	23.4292	23.5179	23.8073	23.4018	23.2292	23.0892	23.0652
PROT_0104	26.938	26.9967	27.1496	26.9073	27.0001	27.1966	26.7116	26.9522	27.0546	26.9205	26.6836	26.8601	26.9617	26.8239	26.8873	27.1246	27.2739	27.1245	27.332	27.1137	27.438	26.8159	27.1559	27.2075	26.8927	27.1883	27.1021	27.0841	26.9697	27.3205
PROT_0105	18.8722		19.0703	18.9084	19.149	18.4494		18.6065		18.3114	18.5072	18.954	19.1288	18.7914		19.1305	18.4479	19.3884		19.5192	18.7182	18.9938		19.0463	19.0015			18.789		18.7649
PROT_0106	22.5932	23.2071	22.7233	23.1038	22.7198	22.6842	22.6625	22.7722	23.1064	22.9287	22.3887	22.5226	23.0228	22.709	22.6078	22.4764	22.6116	22.7202	23.0386	23.0908	22.6473	22.9093	22.6931	22.4577	22.8458	22.6013	22.9529	22.9986	22.9535	22.3862
PROT_0107	20.6798	20.7628	21.4201	20.769	20.5989	20.3942	20.802	20.6419	21.2351	20.8794	20.3855	20.7506	20.6313	21.2587	20.7858	20.5478	20.3109	21.2088	21.03	20.9207	21.0256	21.1867	20.9176	20.6757	20.7256	21.1379	20.945	20.8385		20.3564
PROT_0108	22.4873	22.8922	22.5459	22.0643	22.8853	22.1367	22.421	22.4024	22.4475	22.5445	22.3234	22.8188	22.4242	22.5589	22.4567		22.194	22.5662	22.2198	22.8365	22.9044	22.387	22.1482	22.8173	22.7247	22.7025	22.5237	22.3499	22.5791	22.6418
PROT_0109	21.6624	22.3055	22.0076	22.2953	22.3726	22.6135	22.4393	22.0555	22.084	22.5935	21.8714	22.3319	22.3205	21.7927	22.6511	22.3437	22.6353	22.2564	21.64	22.6454	22.7652	22.7548	21.9169	22.1945	22.5199	22.5499	22.5257	22.5074	22.1615	22.2369
PROT_0110	20.0656	19.6907	20.4345	20.3462	20.306	20.0892	21.1357	20.1115		20.8453	20.5205	20.4728	20.5794	20.289	20.5839	20.3729	21.1374	21.253	20.2067	20.5226	20.4419	20.4756	20.7912	20.6957	21.0032	20.2176	20.6138	20.1493	20.4419	20.5026
PROT_0111	24.3253	24.7428	24.7161	24.7011	24.7875	24.451	24.5465	24.6254	24.3739	24.8091	24.6912	24.7469	24.8023	24.7222	24.6293	24.5544	24.305	24.6888	24.4228	24.6726	24.3585	24.4802	24.5422	24.6739	24.4545	24.6722	24.6771	24.249	24.2574	24.6416
PROT_0112	24.9512	24.8476	24.8593	25.2831	25.4592	25.1774	25.0914	24.8257	24.4962	24.9992	24.4732	25.0089	25.1468	25.0946	24.7337	25.017	24.6631	24.854	25.2713	24.9904	25.0646	24.547	24.9492	25.0879	25.1769	25.2386	24.7686	25.0452	25.2866	24.9692
PROT_0113	19.679		19.057	18.5347			19.0302		17.2556			18.6912	19.1837			18.3322	17.8033	18.999	18.791	18.5868			19.9803	19.0129	18.263	18.6036	18.6168			
PROT_0114	25.7405	25.9388	26.0581	26.13	25.8712	25.921	25.7895	25.6437	25.7838	25.9484	25.6351	25.8187	25.9718	26.1307	25.7862	25.7107	25.6001	25.8249	25.7665	25.8665	26.1224	25.7972	25.4783	26.1062	26.7839	26.9352	26.0981	25.7991	26.0052	26.0874
PROT_0115	25.6107	25.5741	25.7691	25.9297	25.9664	25.5229	26.209		26.1487	25.8443	26.4232	26.4654	25.8527	25.6067	25.7384	25.6619	25.462	25.5164	25.5768	25.8512	25.5943	25.5981	25.5164	26.0882	26.0696	25.8467	25.9293	25.3729	25.7779	25.9138
PROT_0116	28.1679	28.4469	28.3043	28.3071	28.4069	28.4098	28.1239	28.3982	28.4921	28.3541	28.3812	28.574	29.028	29.0599	28.5567	28.1173	28.1517	28.5915	28.0449	28.6206	28.4091	28.1783	28.0775	28.3464	28.2413	28.5272	28.6482	28.138	28.505	28.5097
PROT_0117	24.0535	24.1538	24.147	24.0587	24.1586	23.5571	23.8736	24.0943	24.2359	24.0986	24.1969	23.8845	23.7133	24.0568	23.9304	24.4961	24.0092	24.0852	23.7389	24.1217	24.1043	24.1786	24.2278	24.2424	24.0975	24.4105	24.274	24.035	23.8265	23.9249
PROT_0118	26.2352	25.7984	26.5929	26.2113	26.5833	26.2499	26.4688	26.6773	26.1544	26.4545	26.3133	25.9816	26.4842	26.5169	26.1591		25.9775	26.1426	26.4946		26.0213	26.3595	26.1407	26.5446	27.1755	27.3828	26.3915	26.5758	26.4565	26.4133
PROT_0119	22.5135	22.3674	22.3755	22.6341	23.0838	22.4243	22.4192	22.2769	22.4905	22.4121	22.3792	22.7623	22.7186	22.6786	22.5229	22.3177	22.4961	22.4499	22.8102	22.8791	22.232	22.0503	22.6283	22.3301		22.844	22.8222	22.286	23.1492	22.3788
PROT_0120	21.6025	22.1648	21.6604	21.8904	21.4344	21.0902	21.7127	21.9604	21.6638	21.8964	22.1017	21.8232	21.7573	21.7811	21.6855	21.7426		21.7469	21.8193	22.1262	21.5865	21.8886	21.7816	21.5117	21.8291	21.7035	21.4092	21.8019	21.6105	21.655
PROT_0121	26.3758	26.2232	26.4626	26.2002	26.3948	26.3781	26.2291	26.5611	26.3552	26.3068	26.5286	26.1929	26.6029	26.3497	26.0523	26.6224	26.5924	26.5037	26.3913	26.154	26.2827	26.5339	26.1661	26.3195	26.6279	26.688	26.3872	26.763	26.3319	
PROT_0122	22.1071	22.6616	22.4346	21.8798	22.5518	22.2062	21.6365	22.1572	22.3137	21.9797	22.746	22.6212	22.0814	21.7981	22.2119	21.8465	22.8343	22.2124	22.6254	22.1892	22.236	21.5867	21.8898	22.4224	22.1289	22.1388	22.2101	22.1123	22.2654	22.3115
PROT_0123	22.1463	21.8018	21.9133	21.9682	21.7609	22.0172	21.4733	21.5918	21.7943	21.3681	21.7773	21.484	22.143	22.1505	21.8512	22.2228	21.7108	21.9097	21.9985	21.7645	22.0336	21.7248	22.0911	21.8775	22.2946	22.0558	21.5623	21.6139	21.9371	21.6505
PROT_0124	23.6513	23.3574	23.5577	23.3656	23.5514	23.3974	23.2158	23.3581	23.4855	23.189	23.2959	23.456	23.6369	23.4464	23.3966	23.883	23.4635	23.5049	23.5972	23.3851	23.7178	23.4645	23.7195	23.7196	23.3329	23.5603	23.7253	23.6088	22.9183	23.2225
PROT_0125	23.4938	23.3471	23.642	23.2178	23.4377	23.0789	23.1905	23.7979	23.5187	23.1829	23.421	23.2763	23.3893	23.531	23.3371	23.6489	23.3177	23.6371	23.3985	23.5637	23.437	23.3783	23.2636	23.2992	23.4915	23.4286	23.2815	23.6239	23.2218	23.5617
PROT_0126	21.6328	21.7648	21.865	21.8181	21.8161	22.046	21.9656	21.7089	21.9906	21.8713	21.4656	21.6016	21.364	21.5215	21.6984	21.7524	21.7813	21.9518	21.5794	21.3497	21.4462		21.6831	21.8655	22.1938	21.8686	21.9465	21.8984	21.5231	21.3969
PROT_0127	25.5473	25.2544	25.0785	25.891	25.2111	24.9627	25.1673	25.4116	25.0947	25.2312	25.5527	24.9939	25.2799	25.3607	25.0418	25.3165	25.2946	25.2573	25.0299	25.2687	25.1833	25.3754	25.3521	25.1962	25.4338	25.3227	25.0777	25.2004	25.3969	25.3736
PROT_0128	23.6992	23.8899	23.7617	23.3001	24.2806	23.6194	23.5599	23.7876	23.6626	23.9861	23.8814	23.2905	23.6802	23.6539	23.4262	23.9632	24.9182	24.3445	24.9555	24.7595	23.7463	23.6623	23.4624	23.8628	23.9845	24.2194	23.5083	23.8283	23.865	23.6604
PROT_0129	24.5308	24.7225	24.4985	24.3175	24.4969	24.3556	24.6062	24.7526	24.6363	24.6148	24.7066	24.4677	24.6339	24.4242	24.1182	24.4736	24.5444	24.4888	24.4277	25.0096	24.5992	24.4668	24.524	24.4279	24.369	24.6961	24.4416	24.7789	24.3558	24.3613
PROT_0130	25.1812	25.3676	25.3002	25.3387	25.434		25.1311	25.4728	25.3011	25.1116	25.394	25.4816	25.4416	25.1412	25.1301	24.9038	25.1826	25.5322		24.9033	25.4937	25.2482	25.4328	25.5048	25.6446	25.2905	25.3505	25.3253	25.1329	25.6121
PROT_0131	25.7988	25.5861	25.491	26.0198	25.9275	25.8416	25.8077	25.4329	25.9013	25.6193	25.8657	25.6632	25.7835	25.6067	25.487	26.0271	26.1951	26.0659	25.9306	25.4746	25.7796	26.2622	25.6233	25.7867	25.3963	25.8924	25.752	25.7585	25.4889	25.836
PROT_0132	22.5642	22.6344	22.5041	22.1997	22.7356	22.6936	22.6967	22.7239	22.3899	22.5591		22.6234	22.7218	22.0184	22.2483	23.0539	22.3653	22.5413	22.5732	22.5532	22.5136	22.4199	22.5471	22.4625	22.4304	22.7246	22.3423	22.2886	22.45	22.5235
PROT_0133	25.8704	26.299	26.3146	26.175	26.4714	25.8251	25.893	26.3053	26.1493	26.1709	25.8827	25.9877	26.2092	26.2234	25.9881	25.9844	26.3269	26.4711	26.0117	26.4831	25.9007	26.3879	26.483	26.0732	26.0882	26.3779	25.9667	26.0511	26.26	26.185
PROT_0134	28.6459	28.8245	28.9041	28.352	29.1448	28.9985	28.6033	28.8192	28.9273	28.4355	28.7334	29.0293	28.3913	28.897	28.8641	28.7773	28.5561	29.0557	28.39	28.6173	28.8331	28.5076	28.7369	28.8989	28.7495	28.8831	28.8394	28.4604	29.3108	29.7
PROT_0135	23.9516	24.004	24.2077		23.7704	24.0719	24.1469	23.8261	24.0189	24.0324	23.7515	24.0753	23.8748	23.9697	23.9882	23.6866	23.9535	24.2609	24.2439	23.8086	23.9493	23.9364	23.8665	24.0462	24.4431	24.1193	24.016	23.7639	24.0235	24.0945
PROT_0136	22.3031	22.1488	22.6726	21.8512	22.6172	22.3594	22.2226	21.697	22.9275	22.2887	22.3996	22.2437	22.1887	22.2011	21.7218	22.0354	21.8012	22.0836	22.0895	22.0202	22.0386	22.1571	22.0938	22.3	22.5415	22.0556	22.5177	22.4706	21.9567	22.8428
PROT_0137	18.0277				18.5824		17.5577								18.697	19.315			17.295	17.3339					18.1257		18.7779	18.2764		
PROT_0138				18.1958	18.7152	18.4969			18.4872	18.6918	18.1389				19.4349	18.2106		18.8405			18.4983	17.9595	18.1385		18.103	18.0211			18.9316	18.7149
PROT_0139	23.1689	22.9124	23.1672	23.2409	24.1494	24.4917	23.5542	23.7244	23.3061	23.4467	23.1352	23.0853	23.8697	23.8408	23.9732	24.249	23.799	23.6806	23.3291	23.2057	23.2533	23.1695	23.5518	23.8387	24.1898	24.3883	23.4459	23.3893	23.3935	23.3365
PROT_0140	20.844	20.2355	20.7739	20.8049		19.9372	20.8	20.3061	21.068	21.0964	20.3662			20.3731	20.6952	20.8391	20.627	21.3849	20.5735	20.7901	20.942	21.1014	20.3731		21.4284	20.3379	20.7704	21.3898	20.8253	21.243
PROT_0141	24.1822	24.2323	23.7638	23.5923	24.3112	23.7274	23.9146	24.3884	24.3157	24.2639	24.4106	24.407	24.0611	24.0534	23.9092	23.8273	24.4136	24.0115	24.0812	24.648		24.0653	23.7449	23.5888	23.7576	24.3943	24.1112	23.9898	24.5951	24.1604
PROT_0142	25.9052	25.8498	25.6591	25.0088	25.7367	25.9087	25.6359	25.389	25.8459	25.3694	25.31	25.7302	25.6582	25.479	25.3646	25.6862	25.7383		25.5516	25.7975	25.8274	25.2869	26.0687	26.5473	26.4011	26.3931	25.569	25.7534	25.4103	25.5763
PROT_0143	23.7468	23.4813	23.5713	23.3548	23.7752	23.8255	23.4925	23.4784	24.2868	24.3618	23.6864	24.0166	23.7572	23.6372	23.7212	24.1585	23.5495	24.0288	23.6325	23.7094	23.6696	23.9081	23.7763	24.2329	23.8601	23.5659	24.3157	23.669	23.5817	24.0802
PROT_0144	19.8601				19.6893	19.8712	19.8199	20.2076	20.2593	19.6249	19.4442	19.6028	19.4643	19.0384	20.094	20.5586	19.7023	19.7966	19.7657	19.8509	19.67	20.0914	19.3617	19.7102	19.7185	19.7339	19.8136	20.3161	19.7605	19.5676
PROT_0145	19.243			19.4518		18.9287	19.7967	19.3118		19.6196			18.6698		18.9321	19.4977	18.9368	19.1807		18.7778		19.2136	18.8772		18.7427	20.157			19.1445	
PROT_0146	20.5339	20.0167	20.107	19.848	19.6947	20.4272	20.075	20.2179	20.2526	19.8548	20.2257	19.9885	20.6438	20.1245	19.8411	19.8636	19.9078	20.2409	19.7539	20.5961	20.04	20.1462	20.5066	20.9471	20.6098	20.3036	20.3781	20.1582	20.4121	19.8618
PROT_0147	25.2937	25.1437	25.5724	24.8711	25.1976	25.3743	25.0544	25.2912	25.5871	25.3193	25.1167	25.2622	25.1082	24.7732	25.4077	24.9662	25.0063	25.5362	25.267	25.3773	25.5907	25.4566	25.0867	25.4376	25.0848	25.2951	25.1707	25.241	25.2228	25.5187
PROT_0148	24.9248	24.9792	24.8687	24.6844	24.9363	24.9146	24.9197	25.0054	24.9878	24.5812	24.6453	24.6631	24.8891	24.838	24.4598	24.8367		24.8697	25.0399	24.8178	24.7184	24.5843	24.7504	25.2251	24.8127	25.2464	24.6508	24.9706	24.7963	24.6974
PROT_0149	23.1846	23.0777	22.875	22.8948	23.5974	22.9673	22.9545	23.0036	22.8618	23.1441	23.1655	22.7669	23.2734	23.0615	22.9862	22.9744	22.7685	22.7733	22.8101	22.7333	23.1283	22.7829	22.5735	23.1737	23.195	23.3182	23.1377	23.0272	22.8497	22.733
PROT_0150	22.9393	22.7516	23.0086	23.049	23.2348	22.9135	22.3318	22.9719	22.3937	22.9979	22.8852	22.9475	22.6398	22.8323		22.8454	23.2082	22.8115	22.6661	22.9096	22.8368	22.7714	23.0902	23.0268	22.8429	22.78	22.8224	22.5376	22.6545	23.1529
PROT_0151	25.996	26.204	26.227	25.8931	25.9733	26.0271	26.1062	26.0401	26.137	25.9447	25.8287	26.1642	26.0996	25.9475	25.6335	25.8712	26.0374	26.2069	26.1562	26.2444	26.1657	25.9073	25.8528	25.7973	26.0901	26.284	26.1997	25.481	26.0196	26.104
PROT_0152	22.1956	22.4076	22.3666	22.2458	22.1864	22.5307	22.4258	22.3398	22.4471	22.4208	22.1065	22.2674	22.3859	21.9199	22.1463	21.6301	22.7013	22.7569	22.4562	22.8466	22.3501	22.6193	21.8306	22.1687	21.8376	21.9616	22.053	22.5264	22.2162	22.9049
PROT_0153	26.428	26.3219	26.6919	26.4776	26.5091	26.3384	26.4745	26.5978	26.0821	25.7801	26.5834	26.4024	27.0332	26.3713	26.3454	26.5121	26.6383	26.516	26.684	26.4882	26.3745	26.5078	26.6182	26.7315	26.6123	26.8257	26.4526	26.3842	26.552	26.4686
PROT_0154	23.6518	23.6172	23.9272	23.4433	23.6362	23.7221	23.9219	23.3948	23.6605	23.5154	23.2605	23.3168	23.7083	23.3939	23.469	23.4265	23.2251	23.7477	23.8575	23.8901	23.9343	23.6861	23.4735	23.2473	23.8153	23.7078	23.7013	23.6368	23.7804	23.5016
PROT_0155	22.471	22.0209	22.6428	22.4257	22.3908	22.1989	22.1392	22.497	21.9879	22.1526	22.3209		21.9649	22.6575	22.5241	22.1897	22.3371	22.0257	22.3404	21.8038	22.2939	22.3624	21.9256	22.4257	22.4502	22.3612	22.7403	22.0917	22.1295	22.4195
PROT_0156		21.8199	21.8355	21.6218	22.0692	21.9381	22.0562	21.5623	21.861	22.0891	22.0381	21.9518	22.0031	21.6916	21.7896	21.6118		22.1645	21.6883	21.8492	22.0563	22.0861	21.8691	22.0451	21.9811	21.6681	21.9986	22.0547	21.6392	21.7649
PROT_0157	24.4411	24.395	24.5608	23.7757	24.3644	24.6631	24.5002	24.1128	24.5174	24.5867	24.3232	24.3987	24.1776	24.5871	24.0774	24.437	24.4423	24.7851	24.7877	24.5124	24.5483	24.1302	24.7432	25.1052	25.0044	24.9324	24.624	24.6949	24.3088	24.696
PROT_0158		24.8788	24.9521	24.9241	24.7497	25.0387	24.8055	24.7042	24.3328	24.7161	24.8117	24.6596	25.1524	25.0295	24.7778	25.0255	24.5381	25.2703	24.9302	24.8811	24.972	24.6872	24.941	24.7888	24.9168	25.0091	24.5339	24.9511	25.0455	24.9071
PROT_0159	20.5589	20.2685	20.9077	20.885	20.3371	20.5408			20.5376	20.2781		20.0956	20.7246	20.0504	20.1965	20.3732	20.2135	19.9256		20.9399	20.8855	21.039	20.786	19.7532	20.5154	20.9803	20.223		20.8252	21.0469
PROT_0160	26.6842	26.7403	26.3767	26.6222	26.9513	26.4553	26.5477	26.7404	26.2771	26.479	26.7539	26.1105	26.6481	26.5411	26.7752	26.5623	26.8532	26.7674	26.6905	26.9756	26.8202	26.7816	26.5849	26.5789	26.5497	26.9956	26.4805	26.3203	26.6494	26.8973
PROT_0161					18.9334		19.8973	19.7679			19.5089			18.5294					18.4183		17.6675	18.1582								17.9464
PROT_0162	23.6492	23.7165	24.0727	23.2527	24.0627	23.7447	23.605	23.3802	23.6351	23.5589	23.3513	23.7972	23.7183	23.5221	23.8972	23.3099	23.2899	23.6233	22.8987	23.3203	23.5902	23.3909	23.5982	23.517	23.5172	23.5826	23.6297	23.2707	23.795	23.437
PROT_0163	27.1346	27.3152	26.9366	26.9573	27.4037	26.9433	27.0428		27.1115	27.1615	26.8665	26.8813	27.1519	27.3354	26.9615	27.2303	27.0793	26.8598	27.2176	27.3534	27.1795	27.2158	27.2118	26.9999	27.3444	27.2308	26.882	27.029	27.1944	27.2978
PROT_0164		18.0378				18.8492	19.4476					17.7373	19.8553		18.7872			18.9022	18.4353		18.7741		19.3745	19.0509			19.1399	17.9695	18.6621	19.1456
PROT_0165		22.8709	22.2099	22.9868	22.7882	22.7655	22.6483	22.5034	22.6937	22.8739	22.4079	22.464	22.9068	22.9373	22.5905	22.4273	22.7027	22.8565	22.6105	22.7624	22.5223	22.5696	22.7057	22.7005	23.0481	22.7905	22.6359	22.3174	22.3406	23.0132
PROT_0166	23.0975	22.9273	23.0421	23.0793	23.1474	22.7243	22.8294	22.9777	22.8255	22.9099	22.9224	23.0329	23.1204	22.6473	23.0917	23.3194		23.0286	23.2509	23.0265	22.8281	23.2802	22.5228	22.9713	23.1995	23.0197	22.8952	23.0969	22.7076	22.9145
PROT_0167	16.2217		17.6573			16.6264				17.8636	17.7981								18.1138								17.8574			
PROT_0168	23.3036	23.9028	23.8952	23.4382	24.1203	24.2438	23.8666	23.8478	23.5971	23.5172	24.0159	24.1793	23.5696	23.6041	23.5663	23.8161	23.4615	23.919	23.4685		23.9722	23.3664	23.7146	23.9949	23.4319	24.1321	23.8478	23.6091	24.0551	24.0343
PROT_0169	23.3564	22.7542	22.964	23.009	23.3282	23.2771	23.3713	23.3454	23.3415	23.2939	22.7837	23.0632	23.2635	23.4401	23.3487	22.8977	23.552	23.4132	23.2364	22.8943	23.0506	22.4518	22.9176	23.2176	22.8585	23.4335	22.984	23.1016	22.6197	23.148
PROT_0170	20.546	19.9949	20.3651		20.3642	20.1603	20.165	20.9854	19.9803	20.8461	20.1845	20.5985	20.985	19.6971	20.3251	20.1659	21.0088	20.4296	21.0408	20.7501	20.985	20.4427			20.6233	21.206		20.2752	20.6311	20.2992
PROT_0171	25.0113	24.7726	25.2197	25.1114	25.1249	24.9745	24.9927	24.543	24.8335	24.9474	24.4888	24.9474	25.2756	24.6514	25.301	24.9048	24.6384	24.8418	25.1422	24.9579	25.0093	25.124	24.4882	24.9504	25.2225	25.1553	25.032	25.0107	25.2172	24.933
PROT_0172			17.9829			17.7218					17.7288						18.7661			18.3328		18.1659			17.4339	18.4446	17.7398		18.7027	19.281
PROT_0173	17.5157						17.8699										18.0095	17.7934			17.8176		18.1281	18.4008					17.3261	
PROT_0174	26.0463	25.7862	25.9397	25.6965	25.7812	25.7596	26.031	25.7374	25.9295	25.9645	25.8596	25.7919	25.8668	25.7368	25.484	25.7419	25.9687	26.1758	26.0596	25.7723	25.8052	26.1549	25.8423	25.8774	26.1146	26.1759	25.9004	26.1105	25.6882	25.8623
PROT_0175	23.99	24.2656	24.0742	23.939	24.3451	24.1948	24.1796	24.0947	24.4836	23.965	24.6207	24.2384	24.1525	24.1625	24.1287	24.1184	24.1618	24.1495	23.748	23.9716	23.8975	24.0179	24.0031	23.7171	24.0014	24.2316	23.7662	23.8715		24.0731
PROT_0176	20.8196	20.2525	19.8964	20.676	20.7621		21.1471	20.0836	20.2513		20.2505	19.97	20.5798	20.2961	20.2914	20.195	20.126	20.6484		20.1474	20.0505	20.8465	20.4464	20.5844	20.5071	20.5706	20.1646		20.1108	
PROT_0177	20.2732	21.1572	20.8839	20.8306		20.8508	20.9473	20.6768	21.2351	21.6665	20.9338	20.443	20.4355	20.8804	21.014	20.9468	20.3137	20.5306	20.9888	20.8204		21.2217	21.2539	20.6835	20.8944	20.8373	20.5713		20.8816	20.8141
PROT_0178	18.2439							18.683	18.1579			18.7203		18.8597					18.4799			18.2258	18.8603	18.7508		17.9801			18.3051	
PROT_0179	19.6803	20.0901	19.8803	20.1929	20.0926	20.4109		19.8365	20.2452	20.0369	19.7621	19.9133	20.1897		20.5084	19.653	19.9865	19.5986	19.9284	19.5094	19.3953	20.331		19.7502		20.0491	20.8385	19.4622	20.4649	20.7588
PROT_0180	19.4603				19.6587	20.0523	19.9998		20.1573				19.5143	19.0071			19.0006		19.6248	19.6523	19.7215	20.0193	19.2905	19.2593	20.4957	19.8932	19.3523	19.414	19.4715	18.3036
PROT_0181	24.3388	24.8081	24.7573	24.6951	24.6463	24.7857	24.182	24.2616	24.7109	24.7866	24.4901	24.7701	24.6425	24.2801	24.4166	24.4956	24.4429	24.7305	24.3032	24.4736	24.7144	24.927	24.4177	24.6039	24.3598	24.4451	24.8405	24.3059	24.2888	24.7491
PROT_0182	21.4875	21.7172	21.201	21.3723	21.8129	22.2422	21.6816		22.106	21.3747	21.5101	21.753	21.9697	21.6885	21.6926	21.4093	21.4429	21.7333	21.6545	21.6093	22.0777	21.3904	21.4768	21.7289	21.8977	21.9128	21.4728	21.4932	21.3393	22.0594
PROT_0183	21.3686	21.1079	21.2074	21.0872		21.1129	21.2416	21.2671	21.0169	21.3552	21.3744	20.4741	21.1677	21.1015		20.9379	20.814	21.1574	21.2455	21.2288	21.573	21.0003	21.0503	21.6439	21.5495	21.1751	21.1751		20.8908	20.7177
PROT_0184		24.7447	24.8509	24.5755	24.8143	24.425	24.6796	24.6252	24.9395	24.9168	24.9264	24.7316	24.8248	24.5776	24.5971	24.7354	24.5962	25.1165	24.7357	25.0163	25.0569	24.8879	24.7484	24.8001	24.7295	24.6848	24.8766	24.4753	25.0198	24.6116
PROT_0185	23.785	23.4286		23.7607	23.5199	24.0527	23.9532	23.5562	24.1249	23.6308	24.3161	24.1317	24.1697	24.0366	23.6589	23.6563	23.9463	23.9287	23.9661	23.4673	23.8083	23.6234	23.5431	23.6399	23.9364	24.0528	24.1374	23.5125	23.5849	23.7097
PROT_0186	25.8007	26.0707	25.8488	25.7147	26.0077	25.7394	26.0324	25.9087	25.9789	25.8155	25.7622	26.0623	25.8413	25.8361		25.966	25.9205	26.0438	25.7647	25.9428	25.6263	25.9382	25.8481	25.7463	25.8865	26.1419	25.909	25.6449	25.7806	25.9935
PROT_0187		19.1206			19.7681	19.4786		19.1503	18.684		18.8151			19.1295		19.3793	19.3131				19.2933	19.4164	18.5473		18.8226			19.1487	19.1401	18.9302
PROT_0188	26.2293	26.448	26.424	26.3821	26.5163	26.7428	26.6601	26.6638	26.5352	26.6954	26.8125	26.4714	26.4649	26.6935	26.4447	26.5414	26.1984	26.6628	26.36	26.0218	26.4351	26.2848	26.1129	26.5417	26.3263	26.2899	26.8609	26.684	26.3541	26.6008
PROT_0189	23.8844	24.0317	23.9576	23.9378	24.4619		23.9649	23.9879	23.962	23.6645	23.8764	23.9494	23.6538	23.7939	23.6147	23.997	24.0425	24.2627	23.8222	23.9489	24.0273	24.1675	24.0215	23.8422	24.3013	24.3319	24.2282	23.8789	23.9174	23.9795
PROT_0190	21.3567	21.26	22.6411	22.0228	23.4267	22.8282	21.6843	22.4296	21.3018	22.0905	21.8431	21.6954	22.5988	21.5882	22.0701	23.3419	22.2304	22.3363	21.9077	22.0125	22.184	21.9732	22.0395	22.478	22.9064	22.8362	21.8909		21.6085	21.7328
PROT_0191	25.3462	25.3356	25.412	25.1237	25.6411		25.2243	25.4204	25.0829	25.1306	25.3388	25.2583	25.4709	25.2506	25.0757	25.1053	25.5886	25.4081	25.0787	25.546	25.5833	25.2561	25.2797	25.5712	25.2268	25.6091	25.3587	25.0099	25.197	25.1999
PROT_0192	27.5616	27.7159	27.9797	27.7255	27.9703	27.823	27.8188	27.4835	27.9164	27.6544	27.7607	27.8599	27.8305	27.6203	27.809	27.7633	27.8211	27.9242	28.0357	27.7309	27.9835	27.5225	27.6913	28.0237	27.5642	28.0465	27.8647	27.3844	27.772	27.91
PROT_0193	22.8484	22.5342	22.9696		23.0729	22.6621		22.305	22.4484	22.497	22.6634	23.0809	23.0225	22.6088	22.6772	22.3136	22.6768	22.7644	22.4563	22.5715	23.0383	22.89	22.3578	22.8281	22.9213	22.8733	22.8275	22.6994	22.6861	22.9213
