protein_id	WT1_t1	WT1_t2	HetEd1_t1	HetEd1_t2	HomEd1_t1	HomEd1_t2	HetRev1_t1	HetRev1_t2	HomRev1_t1	HomRev1_t2	WT2_t1	WT2_t2	HetEd2_t1	HetEd2_t2	HomEd2_t1	HomEd2_t2	HetRev2_t1	HetRev2_t2	HomRev2_t1	HomRev2_t2	WT3_t1	WT3_t2	HetEd3_t1	HetEd3_t2	HomEd3_t1	HomEd3_t2	HetRev3_t1	HetRev3_t2	HomRev3_t1	HomRev3_t2	WT4_t1	WT4_t2	HetEd4_t1	HetEd4_t2	HomEd4_t1	HomEd4_t2	HetRev4_t1	HetRev4_t2	HomRev4_t1	HomRev4_t2	WT5_t1	WT5_t2	HetEd5_t1	HetEd5_t2	HomEd5_t1	HomEd5_t2	HetRev5_t1	HetRev5_t2	HomRev5_t1	HomRev5_t2
PROT_0058	24.4759	24.2989	24.6427	24.5098	24.7277	24.3627	24.4953	23.83	24.3106	23.9011	24.6515	25.3304	24.304	24.565	24.8935	24.7336		24.7079	24.2198	24.1447	24.5009	24.3389	24.6635	24.2673	24.2212	24.7843	24.6576	24.3069	24.085	24.1095	23.9635	24.3854	24.7864	24.4083	24.7763	24.7587	24.4171	24.6228	24.3087	24.1101	24.1375	24.3592	24.2455	24.3726	24.2753	24.4277	24.6753	24.3145	24.409	23.9842
PROT_0059	23.4673	23.6809	23.7636	23.305	23.7209	23.5033	23.6404	23.9649	23.6954	23.516	23.7099	23.7669	23.7235	23.567	23.248	23.7371	23.8191	23.7816	23.5262	23.563	23.7214	23.8288	24.1375	23.251	23.772	23.893	23.3124	23.3191	23.656	23.6593	23.8339	23.2064	23.9492	23.2201	23.4664	23.636	23.6511	23.8929	23.4682	23.6623	23.3372	23.2886	23.9212	23.6435	23.6123	23.4315	23.7098	23.4765	23.5817	23.2569
PROT_0060	23.0489	23.2646	22.9575	22.5106	22.8144	22.9237	22.9879	23.3971	23.1952	22.8806	23.0931	23.1936	23.0042	22.9812	22.8553	23.3033	23.5125	22.8104	22.7165	23.5438	22.8108	23.3084	23.0159	22.8269	23.2142	23.0412	23.2588	23.2937	22.8009	23.6396	23.3439	23.0305	23.2114	22.9611	22.9569	23.1459	23.0249	23.2372	23.1823	23.6243	22.8532	22.9905	23.6641	23.1475	23.3598	23.2097	23.1655	22.894	22.7501	23.2555
PROT_0061	24.7751	24.1444	24.7481	24.7237	24.6671	24.7	24.4135	24.835	24.7552	24.1911	24.8372	24.0177	24.7381	24.7119	24.2854	25.0214	24.3368	24.5908	24.5345	24.4743	25.0573	24.1113	24.5862	24.6206	24.3461	24.8175	24.007	24.6432	24.679	24.3449	24.3851	24.2632	24.6159	24.2061	24.5597	24.3374	24.687	24.5856	24.4169	24.6957	24.4326	24.329	24.6346	24.3963	24.2769	24.6354	24.2619	24.5374	25.0675	24.3394
PROT_0062	25.1919	24.7358	25.1106	25.0511	25.4004	25.4836	25.4104	25.1177	25.231	24.9959	25.3053	25.0642	25.0405	24.997	24.905	25.2988	25.1503	24.8652	24.99	24.8721	25.1508	24.9368	25.2092	24.7952	24.9521	25.703	24.9679	24.8892	25.4456	25.1901	25.1275	25.4046	24.91	24.9771	25.2806	25.5375	24.8625	24.9884	24.9805	25.2534	25.1037	24.9292	25.0629	25.3828	25.5082	25.0281	24.9863	24.9885	24.9566	24.9845
PROT_0063	22.7917	22.8145	23.0373	23.0818	23.4227	23.4485	22.9198	23.1542	22.9758	22.7022		23.1864	22.638	23.2528	24.0299	23.7423	23.267	22.7402	22.8823	22.8397	23.1084	22.9079	22.9809	22.8834	23.3644	23.951		22.9682	23.1009	22.8523	22.6711	23.0191		23.4252	23.774	23.3064	22.8747	22.8177	23.0668	23.1815	22.6328	23.1998	22.9401	23.1312	23.8168		23.1197	23.1177	22.8615	22.7733
PROT_0064	24.8197	25.0792	25.2196	25.0606	24.8691	25.1723	25.0174	25.2874	25.3981	25.3919	24.764	25.2093	25.255		25.1656	25.1894	25.0804	25.0848	25.252	25.1138	25.2707	25.0898	25.3109	25.041	25.2043		24.7727	25.2476	25.2839	24.9795	25.0683	25.0867	25.3897	24.9861	25.1048	25.1522	25.0579	25.331	25.142	24.8968	25.4583	25.1425	25.4318	25.3524	25.1562	24.8532	25.0875	25.1844	25.3121	25.0119
PROT_0065	19.8055		20.3439	20.1736	20.5618		19.7897	20.3322	20.029	19.9498	19.9663	20.3034	20.0564	20.0543		20.5713	20.6387	20.3096	19.7512	19.9073	20.1745	20.5589	19.7359	20.4477	19.6598		20.7558		20.1097	20.3835		19.164	19.8331		20.6055	19.3831	19.7197		19.7528	19.91	19.7115	20.1174		20.0914	20.3676	19.9945	19.7712	19.9075	20.3176	19.6063
PROT_0066	20.5193	21.109	21.0476	21.4844	21.0503	20.9202	21.2301	21.263		20.8639	21.019	21.1848	22.3966	21.8505	20.8879	21.0069	20.6739	20.7737	20.7127	21.0738	20.5912	21.1438	20.8804	20.6211	20.7441	20.9944	21.1035	21.8022	20.904	21.1023	21.1294	21.1162	21.2944	21.4363	21.3298		20.7708	21.0966	21.1649	21.182	20.2474	20.3013		21.4267	21.2222	20.8289			21.0809	21.3427
PROT_0067	23.4729	23.4422	23.2361	23.3352	22.7215	22.4743	23.6847	23.1416	23.4778	23.2208	23.3714	23.7301	23.364	23.2903	22.7781	23.0265	23.6471	23.8046	23.7185	23.1481	23.361	23.2074	23.7017	23.5103	22.3958	22.4948	23.576	23.5126	23.6808	23.5809	23.315	23.5795	23.3264	23.43	22.5471	22.4431	23.2802	23.4508	23.9686	23.4946	23.5135	23.9369	23.5905	23.5731	22.6393	23.1147	23.3903	23.2848	23.6634	23.7544
PROT_0068	28.3541	28.2254	28.4588	28.0951	28.3045	27.9931	28.6689	28.5945	28.4284	28.3	28.2678	28.0876	28.4129	28.3465	28.3462	28.411	28.3726	28.0349	28.2434	28.2038	28.2525	28.2699	28.2177	28.2996	28.3119	28.2908	28.2291	28.2133	27.9176	28.0188	28.0733	27.9512	28.2488	28.3284	28.3443	28.193	28.4263	28.4632	28.1817	28.5497	28.2346	28.0975	27.9761	28.4524	28.2049	28.3442	28.3023	28.2906	28.3777	
PROT_0069	21.4172	21.558	21.9128	21.1757	21.4994	21.9881	21.4901	21.5363	21.471	21.8086	21.3939		21.7395	21.5459	21.7325	21.3001	21.8942	20.7269	21.2341	21.4124	21.8149	21.636		21.4707	21.4893	21.8576	21.1164	21.553	21.0874	21.7699	21.4766	21.2457	22.0612	21.1213	21.3646	21.5744	21.5154	21.3805	21.5598	21.7058	21.7472	21.2251	21.2141	21.176		21.2404	21.3538	21.6926	21.1189	21.6203
PROT_0070	23.0277	22.3093	22.9325	22.6256	23.2825	22.9165	22.5206	22.7901	23.1942	23.2725	22.9918	22.6511	22.8437	23.0309	23.0331	23.5311	23.0499	23.0938	23.5484	23.2066	23.1925	22.6818	23.1786	23.0883	23.2186	23.0907	22.4652	22.6436	23.019	23.4132	23.3966	22.7727	22.456	23.0581	23.2032	22.7984	23.1024	23.1371	23.1878	23.2471	22.7955	22.6512	22.6593	22.4838	23.2032	23.2247	22.8906	22.304		23.1259
PROT_0071	20.9925	21.5161	21.3594	20.9452	21.2848		21.716	21.0224	21.152		21.8191	21.6411	20.9367	21.2598	21.26	21.7774	21.9444	21.0896	21.3012	21.4309	21.2094	20.66	20.767	21.3829	21.2212	21.2777	21.05	21.2062	20.9161		21.1462	21.1451	21.4289	20.9483	21.3135	21.4598	20.7452		21.9612	21.333	21.7496	21.2703	21.2482	21.1128	21.323	21.7369	21.2542	21.4141	21.6805	21.6519
PROT_0072	18.8809	18.8783		19.162		19.2176			20.1219	18.8367	18.8254	18.9362		19.1346	18.9616	19.231	19.4674	18.7426			19.0703	19.3918			18.7033	19.2412	18.9262							19.6012	19.7049	19.3472	19.0161	18.5665	18.5824	18.3788					19.3074	19.3821			19.2731	18.7771
PROT_0073	24.0111	24.0569	24.1999	23.6685	24.0193	24.1597	23.9626	23.4732	24.0356	23.8006		23.9665	23.8707	23.6405	24.1533	23.6897	24.3079	24.2804	23.7788	24.2108	23.9532	23.8265	23.685	24.1192	23.7509	23.697	23.6988	23.8039	23.4181	23.9267	23.788	23.7518	23.9377	23.8776	24.2684	23.835	24.0094	23.9213	23.938	24.3104	23.6008	24.1909	24.0654	23.3633	24.044	23.7419	24.2266	24.2887	23.8273	24.0335
PROT_0074	22.0935	22.0559	22.2114	21.42	21.9729	21.9704	22.1842	22.3428	21.7977	21.8601	22.0383	22.2237	22.0036	21.7506	22.0039		22.41	22.5275	21.8106	21.6215	22.6108	22.7315	22.7472	21.9467	22.2241	22.0878	21.8964	21.9522	22.0905	22.1097	22.3234	22.2517	22.7724	21.5935	22.0143	21.8087	22.5012	22.5768		22.0732	22.1741	22.0167	22.1343	21.8144	22.1723	22.3001	22.5832	22.4691	22.0803	22.1729
PROT_0075	23.9461	23.9867	23.6573	23.3824	23.9875	23.9097	23.8376	23.526	24.2107	24.0504	24.0718	23.6711	24.4325	24.0717	24.1245	24.0049	24.175	24.2033	24.0354	23.8533	24.2054	23.9024	24.2694	23.83	23.7563	24.1095	24.1457	24.0902	23.8886	23.761	23.6808	23.768	24.435	23.759	24.1373	23.9765	23.9585	23.8161	23.7022	24.0566	24.0769	23.9016	23.9807	23.8399	24.1509	23.7651	24.1684	23.6344	23.984	23.9443
PROT_0076	21.0116	19.501	19.7758	19.2621	20.0246		19.9101	20.0106	19.7149	19.3483	20.233		19.5506	20.0635		19.8661	19.7669	20.3921	19.6221		20.7972	20.3505	20.4595	19.8615	20.7837	21.0383	20.1383	19.6813	19.4907	19.9686	20.4624	18.7603	19.9616	19.4217		20.2119	19.9965	19.2958	19.9658	19.6191	20.0579	19.775		19.812	19.4078	19.661	19.7013	19.6111		
PROT_0077	22.7565	23.3666	22.5782	23.1869	22.8156	22.8494	23.5747	22.9195	23.406	22.9032	23.2195	23.0857	22.7873	23.2782	23.6597	22.7881	23.1662	22.8373	23.0589	23.0066	23.2702	23.3193	22.6462	22.6194	22.9872	23.3526	23.1619	22.8041	22.7929	23.0916	22.9439	23.0022	22.6868	22.5327	22.9858	23.3439	22.933	22.6422	22.7325	22.7001	23.3112	23.1733	22.6912	22.9701	23.0013	22.9173	23.4729	22.5675	23.1293	23.1437
PROT_0078	23.3237	23.6516	24.0312	23.5891	23.9126	23.6488	24.2446	23.8331	24.2101	23.6953	23.4488	23.8211	23.7034	23.5909	23.8412	23.5102	24.0571	23.5771	23.7731	23.6873	23.3949	23.5843	23.6353	23.5219	23.2919	23.3668	23.1642	23.9052	23.8906	23.7299	23.2801	23.9034	23.603	23.7304	24.0798	23.7993	23.5314	23.8299	23.7158	23.8344	23.6682	23.6091	23.5263	23.5033	23.1352	23.3753	23.8369	23.568	23.2935	23.8996
PROT_0079													17.1055		17.0851																						17.7341			16.1632			17.4056		17.958					
PROT_0080	25.0339	24.6098	25.0108	24.9259	25.4937	25.1079	25.0003	24.91	24.9862	25.3643	25.1799	25.0146	25.0345	25.0297	25.1497	25.5379	24.9132	24.9889	25.3276	25.6523	24.9873	24.8529	25.43	25.0546	25.2456	24.9483	24.8256	25.1011	24.9665	25.3651	25.3375	24.7455	25.1761	24.9619	25.4613	25.3898	24.9244	25.2348	24.9655	25.335	25.0095	25.1946	25.1329	25.0245	25.5927	25.1005	24.7333	24.8687	24.7303	25.437
PROT_0081	22.9076	22.8149	22.9026	23.0246	22.9269	23.246	22.5302	22.6085	23.1325	22.4814		22.9645	22.7155	22.4709	22.4128	22.9157	22.8946	22.8886	22.6287	22.6062	23.5355	22.9236	22.2547	22.7451	22.6831	22.8937	22.5711	22.7046	23.1263	23.1929	22.6925	22.3821	23.0577	22.7652	22.5677	22.9834	22.6861	22.6832	22.5106	23.0268	23.1435	22.8391	22.401	22.8215	21.9514	22.0976	22.5522	22.9731	22.9112	22.8026
PROT_0082	23.0421	22.9744	22.7409	23.2725	22.9171	22.4361	23.2108	23.2819	23.1336	22.843	23.011	23.0622	23.192	23.4548	23.4307	22.864	22.871	23.2479	23.4881	23.0681	23.2355	23.1666	22.8578	22.7353	23.0929	22.831	23.1459	22.9498	22.9712	23.4649	22.389	22.9531	22.9656	22.6674	23.1063	22.829	23.1278	23.1042	22.9409	22.6522	23.0207	23.2804	23.0853	23.0926	22.8343	22.6518	22.9397	23.1336	23.2399	23.0899
PROT_0083	22.1817	22.7875	22.5689	22.3119	21.9093	22.2315	22.805		22.0348	22.3079		22.6459	22.1225	21.8301	22.3332	22.0469		22.5987	22.2387	22.4178	22.1284	22.1802	22.5005	22.0972	22.2808	22.0573	22.2258	22.2563	22.2755	22.4341	22.166	22.2156	23.012	22.2995	22.6738	22.0387		22.815	22.7817	22.1608	21.8864	22.8184	22.0902	22.0974	22.2423	21.9786	22.6514	22.7477	22.1102	22.0931
PROT_0084	21.7571	21.5253	21.4207	21.6143	21.767	21.5266	21.3142	21.6575	21.8745	21.4307	21.6672	21.5483	21.8524	21.5322	21.8282	21.5888	21.941	21.7439	21.6174	21.6231	21.6654	21.3989	21.4743	21.5859	22.0466	21.1737		21.3163	21.2246	21.5936	20.8655	21.7012	21.7186	21.5749	21.3282	21.7267	21.6491	21.6487	21.6563	21.3421	21.6251	21.8044	21.706	21.1773	21.2373	21.5313	21.5545	21.2346	21.2884	21.5317
PROT_0085	24.1254		23.6898	23.8428	23.7447	23.9151	23.2917	23.6045	23.648	23.9222	23.3261	23.8977	23.7615	23.7164	23.8642	23.9642	23.5936	23.1202	23.5136	23.7267	23.8127	23.6787	24.0	23.574	23.6253	24.139	23.8858	23.5765	23.8801	24.1695	23.4902	23.639	24.0368	23.557	23.6968	24.0437	23.8044	23.3561	23.9291	23.883	23.8478	23.8107	23.8181	23.5862	24.02	23.8142	23.6388	23.4897	23.9088	23.3617
PROT_0086	18.279	18.8949				18.8321	18.7567		18.934		18.506	19.4788	18.909		18.7201		18.1174		18.7701	18.9821				19.4137		18.9005			19.4261	18.3347			19.5877				18.33	19.5002				19.0068	18.5384	19.4153	18.262			19.8528	19.8165	
PROT_0087	23.7994	23.6942	23.6885	23.6659	23.7187	23.4372	23.6435	23.8666	23.4445	23.4689	23.4931	23.5659	23.6652	23.7091	23.8256	23.691	23.5627	23.2834	23.7588	23.4402	23.7145	23.5347	23.7545	23.7706	23.2814	23.6451	23.6645	23.8791	23.6596	23.8514	23.5648	23.2796	24.322	24.0015	23.2159	23.3085	23.8227	23.5568	23.447	23.5626	24.579	24.6134	23.4654	23.7258	23.6345	23.6724	23.954	23.6819	23.7604	23.8033
PROT_0088	23.9258	23.5998	23.5208	23.5564	23.3075	23.484	23.6486	23.2024	23.4728	23.5378	23.3638	24.0288	23.8183	23.2737	23.4982	23.4813	23.7022	23.3963	23.2764	23.4178	23.4987	23.4048	23.5589	23.257	23.1807	23.2815	23.2843	23.3398	23.6518	23.3428	23.6123	23.3581	23.5269	23.3955	23.2642	23.4552	24.1178	23.786	23.5721	23.6913	23.6614	23.5127	23.4307	23.6023	23.1212	23.5963	23.3727	23.3547	23.5339	23.0644
PROT_0089	22.7504	22.7732	22.3531	22.593	22.7211	23.1498	22.1733	22.6522	22.6984	22.2117	22.9366	22.4973	23.565	22.9406	23.0884	22.8198	22.8021	22.8581	22.7649	23.1014	23.011	23.0425	22.6971	22.8824	22.675	22.7026	22.2825	22.9134	23.0746	22.7632	23.0584	22.7062	23.0194	22.9278		22.6487	22.4143	22.9127	22.8579	22.8053	22.9888	22.6454		22.8581	23.0416	22.7648	23.5782	23.435	22.562	22.5855
PROT_0090	24.2129	24.069	23.7032	24.2236	24.2475	23.6707	23.8362	24.0409	24.2266	23.9127	24.2068	24.0974	23.8062	24.0456	23.9591	23.898	24.122	23.9645	24.2908	23.9643	24.0479	23.9591	23.7142	23.7621	24.0477	23.91	23.9387	23.8844	23.9902	23.9862	23.6262	23.9331	23.7283	23.6796	24.0726	23.9593	24.0688	24.0421	23.9894	23.8522	23.834	24.0561	23.7114	23.8768	24.0491	24.1047	23.8425	23.9388	23.9659	23.936
PROT_0091		26.3332	26.4312	26.3637	26.6297	26.7947	26.3173	26.501	26.9662	26.3704	26.4835	26.5694	26.6197	26.4634	26.5845	26.6985	26.5264	26.4272	26.4086	26.6948	26.5774	26.4148	26.2813	26.2848	26.3224	26.7788	26.4503	26.3985	26.4504	26.4901	26.4441	26.617	26.2237	26.508	26.5111	26.1176	26.4738	26.261	26.6629	26.4943	26.321	26.9823	26.2293	26.524	26.3701	26.6023	26.3127	26.4182	26.4715	26.3526
PROT_0092	22.9652	23.179	23.2664	23.3194	23.1789	23.2257	23.2455	23.3354	23.2803	23.1476	23.5337	23.4565		23.5249	22.9149	23.256	23.0722	23.4507	23.6846	23.2032	23.4955	22.8847	23.3404	23.432	23.3338	23.3252	23.2466	22.9142	23.4517	23.1282	23.6516	23.2359	23.1622	23.1022	22.9898	23.2671	22.9752	23.6347	23.3971	23.1021	23.5029	23.2416	23.4279	22.9271	23.4398	23.5754	23.022	23.3986	23.274	23.3589
PROT_0093	19.6192	19.5344	19.7069	19.7164	19.9815	19.4845	20.0235					19.7243		20.5592		19.5727	19.6056	18.781		19.4612	20.0887		20.125				19.2257	19.5978	19.9596	19.8577	18.3959	19.819	19.022	19.566	19.1842	20.0945	19.0823	18.9705	18.8006	20.1525	20.0928	19.4279	19.5066	19.4179	19.4387	19.7564		19.4701		
PROT_0094	20.2722	19.8478	19.7277	19.8335	20.1365		20.1758	20.1986	20.53	20.1827	19.6964	20.0372	19.777	19.7719	20.0719	20.564	20.5028	20.3141	19.7082	19.8992	20.4752	20.4849	19.605		20.3558		20.0078	20.5404	19.8911	20.0876	20.638		20.463	20.3189	20.9662	20.8594		20.2274	20.5964		20.1916	20.402	20.3204	19.9217	20.5624	20.2294	20.13	20.072	19.6857	19.7087
PROT_0095	21.0113	21.4105	21.0743	20.4911	21.6293	21.1665	21.2297		21.2194	20.5997	21.2921	21.3466	21.2181	21.0044	21.3678		21.277		20.691	20.9391	20.399	20.734	21.1373	20.5447	20.5902	20.8971	21.4163	20.9566	21.1856	21.0678	20.8321	21.0373	21.7892	21.3281	21.0944	20.4421	20.457	20.7339	21.1335	21.256		21.2275	21.2562	21.0098	20.8533	21.0654	20.3535	21.1409		20.6887
PROT_0096	19.8797	20.101	19.3675	20.6207		19.7949	19.2247	19.4869	19.2296	20.0027		19.7314	19.7593	18.878	19.5667	19.6512	20.319	19.3792	19.5345				19.6324	19.6819	19.7567	20.073			19.6253	19.4298	19.6543	19.597	19.4613	20.3539	19.9125		20.0403	19.3019			19.8656	19.5139	18.8599	19.3077	19.9082			19.43	19.6449	20.3569
PROT_0097			19.9836	19.1539	19.7525	20.2784	20.2156		20.3582		19.1769	20.5411	20.3266	19.1728	20.0114	19.3631	18.7463		19.2126	20.1308		20.2968	19.8038		19.68		19.1873	19.281		19.4161		19.4964	20.4025	19.6817	20.4551		18.9532	18.7454	19.2354	19.4654	19.8706			20.2778	20.6432	19.8708	20.2782	19.8888	20.2211	19.7133
PROT_0098	19.17	19.7401	19.5201	19.574		20.1882	20.0761	19.5503	19.7247		19.5639		20.1035		20.0266	20.2949		19.6898	19.2496	20.1445	19.5918		19.2521	19.33	19.2072	20.2442	19.1735		19.1822		18.9212	19.6049	19.7028			19.3481	19.8128	19.7172	19.7665			19.7811	19.0824	19.239	19.7684	19.0481		19.633	19.8465	19.3809
PROT_0099	25.8823	25.8968	25.4738	26.0537	26.1081	25.865	25.8876	25.7173	25.8495	26.0456	25.9172	26.0938	25.9721	25.8875	26.3283	25.9284	25.9714	26.1009	25.6895	26.1614	26.2938	26.205	25.94	25.8448	26.0224	25.8834		26.0109	26.197	26.3937	25.9158	25.9653	25.9138	25.9094	25.9111	26.1424	26.1879	26.0213	25.8926	26.1659	25.7168	25.8563	25.8722	25.8365	25.8413	26.0037	25.9308	25.9289	25.9023	25.9878
PROT_0100	25.8094	25.8251	25.8869	25.9943	26.1023	25.8001	25.8251	25.8559	25.8648	25.8143	25.5829	25.919	26.0144	25.6185	26.0223	26.3018	25.9151	26.3049	25.8592	25.9333	26.0093	25.6358	25.8887	26.0239	25.7386	26.1683	25.5305	25.7932	25.8226	25.7129	25.8886	26.0272	26.0297	25.6512	25.9387	26.1607	25.9207	26.1802	26.1449	25.9372	25.925	25.5681	25.6712	26.1005	25.8678	25.8986	25.8408		25.7545	25.8641
PROT_0101	20.4831	20.9748	20.7882	20.6602	20.3438	20.9067	20.8613		20.9571	20.6107	20.8268	20.8566	21.0065	21.2381	21.248	20.8755	21.0859	20.4598	20.9688	20.9116	20.9455	20.6449	20.1313	20.6283	20.6416	21.0171	21.694	20.4112	20.8704	21.2773	20.5082	20.6092	20.7331	20.9708	20.9826	20.3905	20.8079	20.7188	20.4689	20.8314	20.9693	20.6221	20.8633	20.5437	20.4272	20.661	20.3586	20.3153	20.6293	21.2314
PROT_0102	23.8468	23.6591	23.5248	23.5293	24.0039	23.6856	23.5946	23.4407	23.6751	23.531	23.3677	23.7353	23.8827	23.6086	23.8982	23.465	23.6308	23.5184	23.6579	23.9577	23.6295	23.6716	23.8742	23.8276	23.6277	23.4203	23.8998	23.8718		24.1158	23.8082	23.659	23.6755	23.2075	23.6474	23.7436	23.4443	23.413	23.0945	24.0564	23.5733	23.8034	23.8218	23.3764	23.4394	23.7162	24.1021	23.5905	23.8294	23.9838
PROT_0103	23.0647	22.8777	23.1292	23.3142		22.9658	23.3546	23.3525		23.3126	23.2581	23.2643	23.7519	23.0993	23.7974	23.5268	23.2775	22.7772	23.6616	23.3148	23.463	23.0129	23.6826	23.4751	23.493	23.3468	23.8979	23.358	23.1226	23.5138	23.1692	22.8994	23.3847	23.539	23.7003	23.4362	23.16	23.7105	23.6785	23.6206	23.0195	23.3302	23.2754	23.4065	23.4834	23.2113	23.044	23.3993	22.996	23.5421
PROT_0104	27.0719	26.9714	27.1386	26.9472	26.7275	26.6734	26.6522	27.2396	27.1486	26.5384	27.1102	26.8863	26.9367	26.7394	26.9695	27.1397	27.0933	27.1551	26.7965	26.8657	27.149	26.7645	27.0277	27.082	26.4929	27.0381	26.9211	27.1104	26.8539	26.9029	27.0128	26.6825	27.0708	26.7483	27.0448	26.8679	26.9422	27.139	27.0638	26.9764	26.9664	27.0233	26.7939	26.6948	26.9591	26.9937	26.6397	26.7493	26.9628	26.6861
PROT_0105	19.0207	18.9163			18.8499	19.6507	19.5023	18.5868		18.8786	18.8314	19.2281		18.99		19.6483	18.9536			18.8552		19.2618		18.5039	19.2341			19.2529		19.3743		20.0918	19.2247	18.7159	19.29			18.3858	18.5135	19.0692	18.7087			18.8251	18.9245			18.9378	18.9269	18.3726
PROT_0106	22.4088	22.3593	22.8041	22.3259	22.9873	22.5869	22.924	22.3271	23.1848	22.9705	22.8117	22.8419	22.6611	23.2038	22.962	23.1674	22.891	22.468	22.8026	22.4789	23.3274	22.4406	22.6366	22.8997	22.9537	22.8051	22.5437	22.5794	22.7455	22.9602	22.615	22.8295	22.7095	22.9229	22.8145	22.7683	23.0333	22.5364	23.3549	23.1111	22.6296	22.8335	22.9088	22.7327	22.6851	22.7125	22.5469	22.5317	22.8212	22.7112
PROT_0107	21.4998	21.6802	20.9819	20.8106	20.6988	21.147	21.1432	21.2054	21.0035	21.1576	21.4098	21.2503	20.9016	21.1357	21.0621	21.2706	21.4596	21.0711	21.3054	20.9949	21.0225	21.0431	21.3356	20.6235	20.7925	20.7593	20.6784	21.3834	20.7856	20.9793	21.2243	20.6261	21.3636	20.8496	21.3624	21.0096	21.3502	20.5736	21.0838	20.5922	21.4651	21.0283	21.4831	20.8095	21.1733	21.2918	21.2814	21.1007	21.0476	21.1273
PROT_0108	22.5401	22.4127	21.9625	22.32	22.4575	22.8285	22.5823	22.5802	22.6386	22.5206		22.4744	22.0613	22.124	22.613	22.5946	22.2126	22.392	22.257	21.8752	22.421	22.683	22.7817	22.1217	22.6116	22.4109	22.54	22.2977	22.6743	22.1541	22.2851	22.8469	22.6149	22.602	22.0703	22.9607	22.429	22.2034	22.4067	22.1556	22.1964	22.8212	22.4212	22.2448	22.5829	22.8982	22.6989	22.2396	22.3693	22.1746
PROT_0109	22.2057	21.67	22.5275	22.2018	22.4159	22.2199	22.045	22.4825	22.7714	22.3967	22.0774	22.6569	22.2505	21.8741	22.2475	21.9025	22.4572	21.6732	22.0906	21.8864	22.4103	22.6463	21.9044	21.9863	22.6273	22.2239		21.7859	22.5388	22.4965	21.718	21.8801	21.7944	22.7133	22.8715	21.8671	22.1605		22.0467	22.5388	22.2622	22.5257	22.4043	22.204	22.5158	22.0592	21.8489	21.8295	22.192	22.165
PROT_0110	20.9251	19.873	20.1716	20.3204		20.5375	21.0251	20.6704	20.4951	20.8987	21.2559	21.0184	20.4811	20.3296	20.2822	20.9411	20.199	20.4541	20.811	20.0215	20.0402	20.2516	21.462	20.4425	19.665	20.1854	20.1724	21.1793		20.7427	20.567	20.0444	20.8866	20.9516	19.9766	20.7208	19.9641	21.3086	20.1347	20.4939	20.0879	20.1918	20.1498	19.8619	19.9832	20.4383		21.0978	20.4277	19.9691
PROT_0111	24.6635	24.6782	24.7119	24.3697	24.2317	24.8496	24.7809	24.9854	24.4755	24.5602	24.7566	24.5138	25.027	24.5434	24.2051	24.5433	24.7168	24.7141	24.3509	24.3381	24.6909	24.5613	24.7518	24.4597	24.2105	24.6553	24.9387	24.9793	24.1797	24.8183	24.3846	24.7267	24.7953	24.3192	24.6931	24.5878	24.6466	24.9701	24.4783	24.6217	24.8434	24.8852	25.0496	24.1269	24.5127	24.3657	24.7607	24.7415	24.1106	24.4719
PROT_0112	25.0154	24.89	24.8085	25.3184	25.0343	24.8339	24.8626	25.2226	25.3126	24.6581	25.0817	24.7288	25.4332	25.4279	24.9153	24.9082	25.1001	24.885	25.2331	24.9548	24.9429	24.7172	25.1505	25.1622	25.1356	25.1761	25.0613	24.8413	25.4309	24.9938	24.8172	25.0869	25.2073	25.1833	24.8573	25.0431	25.0071	25.2286	25.1843	24.9725	24.9444	25.0805	24.7765	25.5093	24.5578	24.5944	25.1285	25.0973	25.3273	24.722
PROT_0113	18.6646					18.6734	18.3352	18.5735	18.8546	18.3331		18.3877	19.0279		19.4088		19.8043				18.242	18.525		18.941					18.6299		19.791			18.1531							18.0675	19.2941	18.3234	18.8216		18.9019		19.1213		18.2067
PROT_0114	25.7835	25.8606	25.9849	25.8411	25.8723	25.8827	25.7118	26.1734	25.7107	25.7541	26.0448	25.7615	25.7598	26.0018	25.9865	26.3501		25.6584	25.8944	25.7121	26.069	25.3618	25.9357	25.7728	26.0324	26.2005	25.856	26.0204	25.9671	26.0131	25.9611	25.6591	25.5546	25.7912	26.0043	25.8308	25.9402	25.7355		26.334	26.1716	25.836	25.7995	25.7879	26.0419	26.0729		26.0988	25.717	25.5111
PROT_0115	25.8013	25.6095	25.73	25.5612	25.8294		25.8101	25.5476	25.913	25.5882	26.057	26.4146	26.0444	25.7239	25.454	25.5689	25.4124	25.4823	25.4296	25.9547	25.3109	25.4669	25.614	25.459	25.7223	25.5601	25.599	25.5384	25.7344	25.5987	25.4105	25.829	26.1999	25.8464	25.8182	25.3155	25.7242	25.8694	26.2151	25.9581	25.5019	25.7757	26.0495	26.4079	26.3826	26.3706	25.7623	25.6549	25.269	25.6669
PROT_0116	27.9691	28.1354	28.4139	28.1162	28.522	27.9094	28.2713	28.4768	28.2861	28.4062	28.2303	28.3893	28.1387	28.2135	28.5547	28.2717	27.7284	28.2665	28.1419	28.031	28.3462	28.0712	28.4503	28.0429	28.2362	28.437	28.1046	28.4018	28.2395	28.3839	28.1283	28.1774	28.4255	28.2486	28.4981	28.4313	28.1599	28.4848	28.3494	28.5486	28.1704	28.4347	28.3978	27.8816	28.4015	27.9475	28.0598	28.3116	28.301	28.3289
